title,num_citations,year,excerpt,url,url_pdf,indicator,key_words
Practical strategies for managing resistance heating in heat pump water heater predictive control,0,2025,"… Economic model predictive control (MPC) can optimize … , tank thermal dynamics, and time-varying factors like electricity … of a thermal energy storage tank model as its prediction model. …",https://www.sciencedirect.com/science/article/pii/S0263876225000243,,0,"heat pump, thermal energy storage, model predictive control"
Advanced Energy Management for Residential Buildings Optimizing Costs and Efficiency Through Thermal Energy Storage and Predictive Control,0,2025,"… the application of model predictive control strategies to active thermal energy storage systems. … , which was equipped with a heat pump, a thermal energy storage unit, and photovoltaic …",https://www.mdpi.com/2076-3417/15/2/880,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control of large chiller plants for enhanced energy efficiency utilizing inherent cold storage of cooling systems,0,2025,"… Two innovative chiller control strategies are proposed for night hours and the end of working hours, respectively, leveraging the inherent cold storage in chilled water distribution …",https://www.sciencedirect.com/science/article/pii/S2352152X25004104,,0,"heat pump, thermal energy storage, model predictive control"
Model Predictive Control for Building,0,2025,… peak reduction when combined with energy storage [2]. In this way… enables better control of the stored heat for the heat pump to … the simultaneous thermal energy discharge during PV/T …,"https://books.google.com/books?hl=en&lr=&id=wi82EQAAQBAJ&oi=fnd&pg=PA195&dq=heat+pump,+thermal+energy+storage,+model+predictive+control&ots=DoTyUjXdsn&sig=4K04CcnRI-947UrW38n8K2rhAoI",,0,"heat pump, thermal energy storage, model predictive control"
… utilization: Techno-Economic assessment of a hybrid CO2 heat pump and Organic Rankine Cycle system integrated with photovoltaics and thermal storage,0,2025,"… a model predictive control optimization strategy that enhances the system’s self-sufficiency. Lastly, the CHP system is integrated with thermal energy storage (… low-grade heat sources …",https://www.sciencedirect.com/science/article/pii/S1359431125005502,,0,"heat pump, thermal energy storage, model predictive control"
Extended-state Kalman filter-based model predictive control and energy-saving performance analysis of a coal-fired power plant,0,2025,"… with flexible requirements and the challenge of energy-saving transformation. To this end, … )-based model predictive control (MPC) strategy to optimize control and energy-saving in a …",https://www.sciencedirect.com/science/article/pii/S0360544224039471,,0,"heat pump, thermal energy storage, model predictive control"
Designing model predictive control strategies for grid-interactive water heaters for load shifting applications,1,2025,… Model predictive control (MPC) strategies allow residential … for implementing model predictive controls on residential water … control performance and thermal comfort: (i) control model …,https://www.sciencedirect.com/science/article/pii/S0306261924025339,,0,"heat pump, thermal energy storage, model predictive control"
Model predictive control scheduling strategy for hydrogen-doped integrated energy system considering ladder carbon trading,1,2025,"… vehicles and ground-source heat pumps, and optimized it … hybrid energy storage involving both hydrogen and heat storage. … energy transaction cost under ladder carbon trading, Model …",https://link.springer.com/article/10.1007/s11630-024-2075-0,,0,"heat pump, thermal energy storage, model predictive control"
Optimizing Energy Efficiency in Buildings: Experimental Findings on the Role of Heat Pump Control Interfaces in Model Predictive Control,0,,"… els for demand side management with a thermal energy storage (TES). The MPC output is the binary decision of whether the heat pump should run or not, which is realized with a relay …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5098962,,0,"heat pump, thermal energy storage, model predictive control"
Impact analysis of uncertainty in thermal resistor-capacitor models on model predictive control performance,0,2025,… RC model to modelling building thermal dynamics. MPC is employed to optimize the heat pump signal with the goal of minimizing the energy cost while maintaining thermal comfort. …,https://www.sciencedirect.com/science/article/pii/S0378778824012283,,0,"heat pump, thermal energy storage, model predictive control"
Adaptive Model Predictive Control for Residential Building Integrated Energy Systems: Considering Model Mismatch in Field Applications,0,,"… 0:00-8:00, effectively utilizing both battery storage and the water tank to retain additional thermal energy, resulting in more cost-effective heat pump power output. As the results, AMPC …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5093826,,0,"heat pump, thermal energy storage, model predictive control"
Research on systematic analysis and optimization method for ice storage cooling system based on model predictive control: A case study,0,2025,"… To address this, a control strategy based on a cooling load prediction model was implemented. The model inputs the easily obtainable parameters such as ambient meteorological …",https://www.sciencedirect.com/science/article/pii/S0378778824011812,,0,"heat pump, thermal energy storage, model predictive control"
"Ice Storage Model-Predictive Control in an Office Building With Pv: Scenario, Error and Sensitivity Analysis",0,,… A model predictive control (MPC) strategy can offer additional savings over a schedule-… Behind-the-meter thermal energy storage (TES) can provide much of the storage capacity …,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5145271,,0,"heat pump, thermal energy storage, model predictive control"
"Online learning-enhanced data-driven model predictive control for optimizing HVAC energy consumption, indoor air quality and thermal comfort",1,2025,"… Model Predictive Control (MPC) strategy to optimize the energy consumption of Heating, Ventilation and Air Conditioning (HVAC) systems by considering indoor thermal comfort and …",https://www.sciencedirect.com/science/article/pii/S0306261925000716,,0,"heat pump, thermal energy storage, model predictive control"
An applied study of model predictive control method based on automatic cooling of large-scale cryomodule,0,2025,This study introduces a novel model predictive control (MPC) method for the automatic cooling of a 1.3 GHz 9-cell superconducting radio frequency (SRF) cavity cryomodule. The …,https://www.sciencedirect.com/science/article/pii/S2451904924008096,,0,"heat pump, thermal energy storage, model predictive control"
