title,num_citations,year,excerpt,url,url_pdf,indicator,key_words,doi,authors,issued,abstract,link,is_referenced_by_count
A simulation model for the design and analysis of district systems with simultaneous heating and cooling demands,61,2022,"… Latest generations of district heating and cooling systems are characterised by low network temperature with uninsulated pipes, decentralised heat pumps and chillers to modulate the …",https://www.sciencedirect.com/science/article/pii/S0360544222021314,,0,"4th generation, district heating and cooling",10.1016/j.energy.2022.125245,Marwan Abugabbara; Saqib Javed; Dennis Johansson,2022-12,,https://api.elsevier.com/content/article/PII:S0360544222021314?httpAccept=text/xml,37.0
Shallow geothermal energy integration in district heating system: An example from Serbia,61,2020,"… the implications of using geothermal heat pump technology in a district heating system. This … viability of utilization of geothermal heat pumps for district heating. Energy, economic and …",https://www.sciencedirect.com/science/article/pii/S0960148118314228,,0,"ultra-low temperature, district energy",10.1016/j.renene.2018.11.103,Miroslav V. Kljajić; Aleksandar S. Anđelković; Vaclav Hasik; Vladimir M. Munćan; Melissa Bilec,2020-3,,https://api.elsevier.com/content/article/PII:S0960148118314228?httpAccept=text/xml,41.0
The clean energy transition of heating and cooling in touristic infrastructures using shallow geothermal energy in the Canary Islands,61,2021,… heat production systems to shallow geothermal energy (SGE) … in ultra-low temperature district heating and cooling (DHC) … an average cooling capacity of 602 kW and a heating capacity …,https://www.sciencedirect.com/science/article/pii/S0960148121002846,,0,"low temperature, district heating and cooling",10.1016/j.renene.2021.02.105,Juan C. Santamarta; Alejandro García-Gil; María del Cristo Expósito; Elías Casañas; Noelia Cruz-Pérez; Jesica Rodríguez-Martín; Miguel Mejías-Moreno; Gregor Götzl; Vasiliki Gemeni,2021-6,,https://api.elsevier.com/content/article/PII:S0960148121002846?httpAccept=text/xml,39.0
Bi-level optimization framework for buildings to heating grid integration in integrated community energy systems,60,2020,"… , thermal balance of walls and thermal balance of the zone) of each consumer in one building, as shown in Fig. 5. … other through thermal resistance and is grounded by thermal capacity, …",https://ieeexplore.ieee.org/abstract/document/9193915/,,0,"5th generation, thermal grid",10.46855/energy-proceedings-3306,Xi Luo,3/12/2020,,,0.0
Survey of 53 fifth generation district heating and cooling (5GDHC) networks in Germany,60,2022,"… Usually, networks with 75 C are not considered fifth but fourth-generation district heating (4GDH) networks. However, these networks are operated in summer as a 5GDHC network and …",https://onlinelibrary.wiley.com/doi/abs/10.1002/ente.202200749,,0,"4th generation, district heating and cooling",10.1002/ente.202200749,Marco Wirtz; Thomas Schreiber; Dirk Müller,9/20/2022,"Fifth‐generation district heating and cooling (5GDHC) networks are a promising technology to decarbonize the heating and cooling supply of buildings and districts. Up to today, only a small number of 5GDHC networks have been built, mostly in Switzerland and Germany. As a result, there are substantial uncertainties and knowledge gaps in the planning and operation of 5GDHC networks. Herein, a survey is conducted among utility companies and engineering offices to collect data on 53 5GDHC systems in Germany, including technical, economic, and political key figures and design decisions. Results show that 5GDHC networks are mostly planned for small new build districts (less than 100 buildings). The most frequent heat sources are horizontal geothermal collectors (used in 23 networks) and geothermal probes (17 networks). 74% of the surveyed networks provide not only heat but also cold. Typical network temperatures are in the range of −5–20 °C. The survey results show that the price models as well as political design decisions, such as the obligation to connect to the network, vary strongly among the districts.",https://onlinelibrary.wiley.com/doi/pdf/10.1002/ente.202200749,34.0
Experimental characterization of a prototype of bidirectional substation for district heating with thermal prosumers,60,2021,"… , the thermal substation at the interface between the prosumer and the DH network must be … with the user’s heating system and the DH network at pressure loss lower than 0.2 bar and at …",https://www.sciencedirect.com/science/article/pii/S0360544221002851,,0,"5th generation, thermal network",10.1016/j.energy.2021.120036,Mauro Pipiciello; Matteo Caldera; Marco Cozzini; Maria A. Ancona; Francesco Melino; Biagio Di Pietra,2021-5,,https://api.elsevier.com/content/article/PII:S0360544221002851?httpAccept=text/xml,41.0
Low-grade industrial waste heat utilization in urban district heating: Simulation-based performance assessment of a seasonal thermal energy storage system,60,2022,"In this study, a large-scale industrial waste heat heating system integrated with borehole thermal energy storage (BTES) and an absorption heat pump was proposed, designed, and …",https://www.sciencedirect.com/science/article/pii/S0360544221025949,,0,"low temperature, district thermal",10.1016/j.energy.2021.122345,Fang Guo; Xiaoyue Zhu; Pengchao Li; Xudong Yang,2022-1,,https://api.elsevier.com/content/article/PII:S0360544221025949?httpAccept=text/xml,41.0
Techno-economic and exergy analysis of tank and pit thermal energy storage for renewables district heating systems,60,2021,"… -scale thermal energy storage (TES) emerges as key for the expansion of renewables-based district … Furthermore, the results indicate that the transition to low-temperature R-DH brings …",https://www.sciencedirect.com/science/article/pii/S096014812101274X,,0,"low-temperature, district thermal",10.1016/j.renene.2021.08.106,Abdulrahman Dahash; Fabian Ochs; Alice Tosatto,2021-12,,https://api.elsevier.com/content/article/PII:S096014812101274X?httpAccept=text/xml,44.0
Combined provision of primary frequency regulation from Vehicle-to-Grid (V2G) capable electric vehicles and community-scale heat pump,60,2020,… -scale heat pump is proposed to exploit synergies between the fast regulating batteries and the large heat … and a dynamic model of the heat pump system. Both models were previously …,https://www.sciencedirect.com/science/article/pii/S2352467720303131,,0,"bidirectional, district heat pump",10.1016/j.segan.2020.100382,Wiebke Meesenburg; Andreas Thingvad; Brian Elmegaard; Mattia Marinelli,2020-9,,https://api.elsevier.com/content/article/PII:S2352467720303131?httpAccept=text/xml,33.0
"Building thermal-network models: a comparative analysis, recommendations, and perspectives",58,2022,"… [106] proposed a building model with a 9th-order thermal network that contains a thermal network for each construction element (external walls, internal walls, roof, and floor). The …",https://www.mdpi.com/1996-1073/15/4/1328,,0,"5th generation, thermal network",10.3390/en15041328,Abhinandana Boodi; Karim Beddiar; Yassine Amirat; Mohamed Benbouzid,2/11/2022,"The development of smart buildings, as well as the great need for energy demand reduction, has renewed interest in building energy demand prediction. Intelligent controllers are a solution for optimizing building energy consumption while maintaining indoor comfort. The controller efficiency on the other hand, is mainly determined by the prediction of thermal behavior from building models. Due to the development complexity of the models, these intelligent controllers are not yet implemented on an industrial scale. There are primarily three types of building models studied in the literature: white-box, black-box, and gray-box. The gray-box models are found to be robust, efficient, of low cost computationally, and of moderate modeling complexity. Furthermore, there is no standard model configuration, development method, or operation conditions. These parameters have a significant influence on the model performance accuracy. This motivates the need for this review paper, in which we examined various gray-box models, their configurations, parametric identification techniques, and influential parameters.",https://www.mdpi.com/1996-1073/15/4/1328/pdf,41.0
Life cycle assessment of low-temperature thermal desorption-based technologies for drill cuttings treatment,58,2021,"The life cycle impacts of treatment of typical oil-based drill cuttings (OBDCs) using three low-temperature thermal desorption (LTTD)-based systems, including thermomechanical …",https://www.sciencedirect.com/science/article/pii/S0304389420318549,,0,"low temperature, thermal grid",10.1016/j.jhazmat.2020.123865,Guangji Hu; Huan Liu; Anber Rana; Jianbing Li; Saeed Bikass; Kasun Hewage; Rehan Sadiq,2021-1,,https://api.elsevier.com/content/article/PII:S0304389420318549?httpAccept=text/xml,49.0
Electricity generation and demand flexibility in wastewater treatment plants: Benefits for 100 renewable electricity grids,58,2020,"… grid in Australia is presented. In this hourly electricity supply simulation, both the electricity generation and … size of 100% renewable electricity grid and achieving perfect supply-demand …",https://www.sciencedirect.com/science/article/pii/S0306261920304724,,0,"fourth generation, thermal grid",10.1016/j.apenergy.2020.114960,Syed Muhammad Hassan Ali; Manfred Lenzen; Fabian Sack; Moslem Yousefzadeh,2020-6,,https://api.elsevier.com/content/article/PII:S0306261920304724?httpAccept=text/xml,48.0
Modeling and optimization of hybrid ground source heat pump with district heating and cooling,58,2022,… Hybrid heating systems with ground source heat pumps (GSHP) and district heating and … The flexibility can be used to make the heating system more economical and environmentally …,https://www.sciencedirect.com/science/article/pii/S0378778822002365,,0,"low temperature, district heat pump",10.1016/j.enbuild.2022.112065,Anjan Rao Puttige; Staffan Andersson; Ronny Östin; Thomas Olofsson,2022-6,,https://api.elsevier.com/content/article/PII:S0378778822002365?httpAccept=text/xml,48.0
Quantifying the technical geothermal potential from shallow borehole heat exchangers at regional scale,58,2021,"… However, a dense deployment of BHEs may lead to thermal interference between … potential of BHEs which takes into account potential thermal interference as well as the available area …",https://www.sciencedirect.com/science/article/pii/S0960148120317602,,0,"bi-directional, district thermal",10.1016/j.renene.2020.11.019,Alina Walch; Nahid Mohajeri; Agust Gudmundsson; Jean-Louis Scartezzini,2021-3,,https://api.elsevier.com/content/article/PII:S0960148120317602?httpAccept=text/xml,48.0
Enabling large-scale dynamic simulations and reducing model complexity of district heating and cooling systems by aggregation,57,2020,"… of a virtual district heating network with 146 consumers and an existing district heating network with … and operation of DHC systems, including the 4th generation district heating systems. …",https://www.sciencedirect.com/science/article/pii/S0360544220315176,,0,"4th generation, district heating and cooling",10.1016/j.energy.2020.118410,Basak Falay; Gerald Schweiger; Keith O’Donovan; Ingo Leusbrock,2020-10,,https://api.elsevier.com/content/article/PII:S0360544220315176?httpAccept=text/xml,38.0
District heating potential in the case of low-grade waste heat recovery from energy intensive industries,57,2021,"… Considering the energy intensity of the pulp and paper industry, a method for evaluating the recovery potential of its low-grade waste heat from cogeneration plants in DH is presented. …",https://www.sciencedirect.com/science/article/pii/S1359431121003008,,0,"low temperature, district energy",10.1016/j.applthermaleng.2021.116851,Luca Cioccolanti; Massimiliano Renzi; Gabriele Comodi; Mosè Rossi,2021-6,,https://api.elsevier.com/content/article/PII:S1359431121003008?httpAccept=text/xml,36.0
Energy-economic assessment of reduced district heating system temperatures,57,2021,"… It is in the DNA of district heating (DH) systems that low temperatures are crucial for … heat sources. The general conviction within the DH community is, that reduced temperatures have …",https://www.sciencedirect.com/science/article/pii/S2666955221000113,,0,"low temperature, district heating and cooling",10.1016/j.segy.2021.100011,Roman Geyer; Jürgen Krail; Benedikt Leitner; Ralf-Roman Schmidt; Paolo Leoni,2021-5,,https://api.elsevier.com/content/article/PII:S2666955221000113?httpAccept=text/xml,36.0
A rule-based energy management strategy for a low-temperature solar/wind-driven heating system optimized by the machine learning-assisted grey wolf,56,2023,"This work presents an innovative, practical, and cost-effective solution for advancing state-of-the-art intelligent building energy systems and aiding the intended worldwide green …",https://www.sciencedirect.com/science/article/pii/S0196890422013681,,0,"4th generation, thermal grid",10.1016/j.enconman.2022.116590,Amirmohammad Behzadi; Sasan Sadrizadeh,2023-2,,https://api.elsevier.com/content/article/PII:S0196890422013681?httpAccept=text/xml,42.0
Performance comparison of different heat pumps in low-temperature waste heat recovery,56,2021,"… , among whose technologies heat pumps show excellent … of heat pumps, the absorption heat pump (AHP), absorption … choosing a suitable heat pump in the low-temperature WHR. …",https://www.sciencedirect.com/science/article/pii/S1364032121009096,,0,"low temperature, district heat pump",10.1016/j.rser.2021.111634,Zhimin Tan; Xiao Feng; Yufei Wang,2021-12,,https://api.elsevier.com/content/article/PII:S1364032121009096?httpAccept=text/xml,44.0
Optimal design of district heating networks with distributed thermal energy storages method and case study,55,2021,"… thermal storages on the piping system. In the scenario with an average volume of 1 m³ heat storages, the thermal losses of the district … affect the invested pipe capacity, and bidirectional …",https://journals.aau.dk/index.php/sepm/article/view/6248,,0,"bidirectional, district thermal",10.1016/j.energy.2021.121430,Fiona Clarke; Bogdan Dorneanu; Evgenia Mechleri; Harvey Arellano-Garcia,2021-11,,https://api.elsevier.com/content/article/PII:S0360544221016789?httpAccept=text/xml,12.0
A novel approach to district heating and cooling network design based on life cycle cost optimization,55,2020,"… costs of a district heating and cooling (DHC… minimum total life-cycle cost by introducing additional engineering design parameters related to pipe sizing, heat losses, and pumping energy…",https://www.sciencedirect.com/science/article/pii/S0360544219325320,,0,"low temperature, district heating and cooling",10.1016/j.energy.2019.116837,Robert E. Best; P. Rezazadeh Kalehbasti; Michael D. Lepech,2020-3,,https://api.elsevier.com/content/article/PII:S0360544219325320?httpAccept=text/xml,39.0
Solar driven water heating systems for medium-rise residential buildings in urban mediterranean areas,55,2020,"… heating system (S1), solar thermal water heating system with electric boosting (S2), solar PV/T water heating … (S3) and integrated solar PV and heat pump water heating system (S4) are …",https://www.sciencedirect.com/science/article/pii/S0960148119313503,,0,"bi-directional, district heat pump",10.1016/j.renene.2019.09.020,Maria Panagiotidou; Lu Aye; Behzad Rismanchi,2020-3,,https://api.elsevier.com/content/article/PII:S0960148119313503?httpAccept=text/xml,41.0
Integrated optimization study of hot water supply system with multi-heat-source for the public bath based on PVT heat pump and water source heat pump,55,2020,Integrated optimization study of hot water supply system with multi-heat-source for the public bath based on PVT heat pump and water source heat pump - ScienceDirect …,https://www.sciencedirect.com/science/article/pii/S1359431119374836,,0,"4th generation, district heat pump",10.1016/j.applthermaleng.2020.115146,Peiyuan Mi; Liangdong Ma; Jili Zhang,2020-7,,https://api.elsevier.com/content/article/PII:S1359431119374836?httpAccept=text/xml,40.0
Recent advances in district energy systems: A review,55,2020,"… district systems (DSs) which offers a contribution to the mission to reduce the environmental and economic impact of energy … with the requirements of energy demands. Additionally, the …",https://www.sciencedirect.com/science/article/pii/S2451904920301980,,0,"4th generation, district energy",10.1016/j.tsep.2020.100678,Montaser Mahmoud; Mohamad Ramadan; Sumsun Naher; Keith Pullen; Ahmad Baroutaji; Abdul-Ghani Olabi,2020-12,,https://api.elsevier.com/content/article/PII:S2451904920301980?httpAccept=text/xml,27.0
Vocabulary for the fourth generation of district heating and cooling,55,2021,"… The evolving technology generation has to consider the future challenges of lower heat … of renewable and recycled thermal sources. Driven by these challenges, the district heating and …",https://www.sciencedirect.com/science/article/pii/S2666955221000034,,0,"4th generation, district thermal",10.1016/j.segy.2021.100003,Matthias Sulzer; Sven Werner; Stefan Mennel; Michael Wetter,2021-2,,https://api.elsevier.com/content/article/PII:S2666955221000034?httpAccept=text/xml,39.0
A review on low-temperature thermal desalination approach,54,2022,"… Among several desalination approaches, low-temperature thermal desalination (LTTD) is … by using low temperatures and pressures in a range similar to ambient temperatures and …",https://link.springer.com/article/10.1007/s11356-022-19147-5,,0,"low temperature, thermal grid",10.1007/s11356-022-19147-5,Sendhil Kumar Natarajan; Subbarama Kousik Suraparaju; Rajvikram Madurai Elavarasan,2/18/2022,,https://link.springer.com/content/pdf/10.1007/s11356-022-19147-5.pdf,49.0
Analysis of displacing natural gas boiler units in district heating systems by using multi-objective optimization and different taxing approaches,54,2020,"… District heating systems are proven to be effective way of increasing energy efficiency, … In research papers, district heating multi-objective optimization usually takes into account …",https://www.sciencedirect.com/science/article/pii/S0196890419314189,,0,"5th generation, district energy",10.1016/j.enconman.2019.112411,Hrvoje Dorotić; Tomislav Pukšec; Neven Duić,2020-2,,https://api.elsevier.com/content/article/PII:S0196890419314189?httpAccept=text/xml,34.0
Short-term cooling and heating loads forecasting of building district energy system based on data-driven models,54,2023,… Accurate forecasting of cooling and heating loads is critical for optimizing the energy usage of devices and planning for energy storage in building district energy systems (BDESs). Data-…,https://www.sciencedirect.com/science/article/pii/S0378778823007430,,0,"low temperature, district energy",10.1016/j.enbuild.2023.113513,Hanfei Yu; Fan Zhong; Yuji Du; Xiang'e Xie; Yibin Wang; Xiaosong Zhang; Shifang Huang,2023-11,,https://api.elsevier.com/content/article/PII:S0378778823007430?httpAccept=text/xml,52.0
Assessment of district heating and cooling systems transition with respect to future changes in demand profiles and renewable energy supplies,53,2022,"… District energy systems are … district heating context, centralized district heating and cooling (DHC), ultra-low temperature district heating (ULTDH), and bi-directional fifth generation …",https://ui.adsabs.harvard.edu/abs/2022ECM...26816038Z/abstract,,0,"fifth generation, district energy",10.1016/j.enconman.2022.116038,Yichi Zhang; Pär Johansson; Angela Sasic Kalagasidis,2022-9,,https://api.elsevier.com/content/article/PII:S0196890422008287?httpAccept=text/xml,36.0
Optimal design of a 5th generation district heating and cooling network based on seawater heat pumps,53,2022,"This work presents the design and the thermo-economic optimization of a novel layout of a 5th generation district heating and cooling network, for a residential district located in the …",https://www.sciencedirect.com/science/article/pii/S0196890422007087,,0,"5th generation, district heating and cooling",10.1016/j.enconman.2022.115912,Francesco Calise; Francesco Liberato Cappiello; Luca Cimmino; Massimo Dentice d'Accadia; Maria Vicidomini,2022-9,,https://api.elsevier.com/content/article/PII:S0196890422007087?httpAccept=text/xml,41.0
Parametric modeling and simulation of Low temperature energy storage for cold-climate multi-family residences using a geothermal heat pump system with integrated,53,2020,… heating loads and to remove annual ground thermal load imbalances on the ground heat … was sized to balance the annual ground thermal loads. The system simulation results show …,https://www.sciencedirect.com/science/article/pii/S0375650519304559,,0,"low-temperature, district thermal",10.1016/j.geothermics.2020.101864,A. Alkhwildi; R. Elhashmi; A. Chiasson,2020-7,,https://api.elsevier.com/content/article/PII:S0375650519304559?httpAccept=text/xml,42.0
Individual ground source heat pumps: Can district heating compete with real estate owners return expectations?,53,2020,"… decreased costs and improved the efficiency of heat pumps (HPs). In some cases, heat produced with HPs is already less expensive compared to district heating (DH) systems that have …",https://www.sciencedirect.com/science/article/pii/S2210670719323029,,0,"low temperature, district heat pump",10.1016/j.scs.2019.101982,Kaisa Kontu; Jussi Vimpari; Petri Penttinen; Seppo Junnila,2020-2,,https://api.elsevier.com/content/article/PII:S2210670719323029?httpAccept=text/xml,39.0
Impact of intelligent control algorithms on demand response flexibility and thermal comfort in a smart grid ready residential building,53,2021,… in a smart-grid ready full-electric residential building. The impact on thermal comfort is also … equipped with a geothermal heat pump and a thermal energy storage system. Two Energy …,https://www.sciencedirect.com/science/article/pii/S2666955221000174,,0,"low temperature, thermal grid",10.1016/j.segy.2021.100017,Fabiano Pallonetto; Mattia De Rosa; Donal P. Finn,2021-5,,https://api.elsevier.com/content/article/PII:S2666955221000174?httpAccept=text/xml,35.0
Grid-connected photovoltaic system employing a single-phase T-type cascaded H-bridge inverter,52,2020,This paper presents the control and application of a single-phase T-type nine-level cascaded H-Bridge (TCHB) multilevel inverter (MLI) topology. This paper focuses on the …,https://www.sciencedirect.com/science/article/pii/S0038092X20301511,,0,"bidirectional, thermal grid",10.1016/j.solener.2020.02.045,Aamir Amir; Asim Amir; Jeyraj Selvaraj; Nasrudin Abd Rahim,2020-3,,https://api.elsevier.com/content/article/PII:S0038092X20301511?httpAccept=text/xml,40.0
"Seawater heat pumps in China, a spatial analysis",52,2020,"… heat pump implementation. However, stakeholders are still suffering from insufficient understanding of seawater heat pumps … to evaluate seawater heat pump potential in different …",https://www.sciencedirect.com/science/article/pii/S0196890419312464,,0,"5th generation, district heat pump",10.1016/j.enconman.2019.112240,Chang Su; Hatef Madani; Hua Liu; Ruzhu Wang; Björn Palm,2020-1,,https://api.elsevier.com/content/article/PII:S0196890419312464?httpAccept=text/xml,36.0
Optimal cost management of the CCHP based data center with district heating and district cooling integration in the presence of different energy tariffs,52,2022,"… energy cost of the operation while providing more flexibility to the data center and district energy … the data center's excess heat recovery, district heating, and cooling integration can cut …",https://www.sciencedirect.com/science/article/pii/S0196890422000073,,0,"low-temperature, district heating and cooling",10.1016/j.enconman.2022.115211,Ilhan Keskin; Gurkan Soykan,2022-2,,https://api.elsevier.com/content/article/PII:S0196890422000073?httpAccept=text/xml,46.0
Field test and optimization of heat pumps and water distribution systems in medium-depth geothermal heat pump systems,52,2020,… performance of heat pump obviously. This paper introduces the field test on energy performance of heat pumps in MD-GHPs. Results show that the outlet and inlet water temperature of …,https://www.sciencedirect.com/science/article/pii/S037877881932866X,,0,"low temperature, district heat pump",10.1016/j.enbuild.2019.109724,Jiewen Deng; Shi He; Qingpeng Wei; Jianfeng Li; Hua Liu; Zhiping Zhang; Hui Zhang,2020-2,,https://api.elsevier.com/content/article/PII:S037877881932866X?httpAccept=text/xml,44.0
Techno-economic analysis of heat recovery from supermarket s CO2 refrigeration systems to district heating networks,52,2021,This paper investigates the opportunity of utilizing the spare heating capacity of CO 2 refrigeration systems in supermarkets to produce heat to be sold to district heating network …,https://www.sciencedirect.com/science/article/pii/S1359431121004476,,0,"bi-directional, district thermal",10.1016/j.applthermaleng.2021.117000,Fabio Giunta; Samer Sawalha,2021-7,,https://api.elsevier.com/content/article/PII:S1359431121004476?httpAccept=text/xml,30.0
The benefits of 4th generation district heating and energy efficient datacentres,51,2022,… This paper identifies the energy system benefits of transitioning district heating infrastructure from current 3rd generation district heating (3GDH) to 4th generation district heating (4GDH) …,https://www.sciencedirect.com/science/article/pii/S0360544222021053,,0,"4th generation, district heating and cooling",10.1016/j.energy.2022.125215,Peter Sorknæs; Steffen Nielsen; Henrik Lund; Brian Vad Mathiesen; Diana Moreno; Jakob Zinck Thellufsen,2022-12,,https://api.elsevier.com/content/article/PII:S0360544222021053?httpAccept=text/xml,35.0
Do ground source heat pumps challenge the dominant position of district heating in the Swedish heating market?,51,2020,"… In urban areas, district heating (DH) has a dominant position in the Swedish heating market. … However, ground source heat pumps (GSHPs) have become more economically feasible …",https://www.sciencedirect.com/science/article/pii/S0959652620301177,,0,"4th generation, district heat pump",10.1016/j.jclepro.2020.120070,Magnus Åberg; Lars Fälting; David Lingfors; Annica M. Nilsson; Anders Forssell,2020-5,,https://api.elsevier.com/content/article/PII:S0959652620301177?httpAccept=text/xml,30.0
Coming in from the cold: Heat pump efficiency at low temperatures,50,2023,"… winters with minimum temperatures above −10C, our analysis suggests that heat pumps can be … over performance or the need for back-up heating capacity. This is subject to thorough …",https://www.cell.com/joule/fulltext/S2542-4351(23)00351-3?{{{EngagementData}}}=&emci=96aa5cb5-2a56-ee11-9937-00224832e811&emdi=ea000000-0000-0000-0000-000000000001&ceid=%7B%7BContactsEmailID%7D%7D,,0,"low temperature, district heat pump",10.1016/j.joule.2023.08.005,Duncan Gibb; Jan Rosenow; Richard Lowes; Neil J. Hewitt,2023-9,,https://api.elsevier.com/content/article/PII:S2542435123003513?httpAccept=text/xml,39.0
Method for assessing heat loss in a district heating network with a focus on the state of insulation and actual demand for useful energy,50,2020,… The goal of this paper was to evaluate heat loss and the demand of district heating (DH) in the context of the fourth generation DH concept using a data-driven approach. The …,https://www.mdpi.com/1996-1073/13/17/4505,,0,"4th generation, district heating and cooling",10.3390/en13174505,Stanislav Chicherin; Vladislav Mašatin; Andres Siirde; Anna Volkova,9/1/2020,"The goal of this paper was to evaluate heat loss and the demand of district heating (DH) in the context of the fourth generation DH concept using a data-driven approach. The heat loss profile was calculated with GIS Zulu© (software (8.0.0.7539, Politerm, LLC, St.Petersburg, Russia) using eight various states of insulation, detailed information on thermal conductivity, internal heat transfer coefficient, and geometry of the concrete trench. There is a strong correlation between the heat sold and the average annual outdoor temperatures. The outstanding episodes are extremely rare, and the difference in the overall pattern is elusive. The results of the annual heat production and annual heat loss analyses were compared using three different estimation methods. The new method was the only one that showed a positive effect after the complete modernization of thermal insulation. The actual proportion of heat loss is much higher at 16%, while the actual heat delivery is less than anticipated at 85–86% only. The trend of the normative approach is correct but cannot determine changes in network heat loss due to aging. The method focuses on the effects of the state of insulation and actual supply temperature levels. The transition to smart energy systems includes strategic and progressive energy planning, as well as new pricing rules and tariffs. Thus, the method presented is the first step in the transition towards the fourth generation DH networks.",https://www.mdpi.com/1996-1073/13/17/4505/pdf,33.0
A novel cascade heating system for waste heat recovery in the combined heat and power plant integrating with the steam jet pump,50,2020,… The EBSILON software was applied for modeling the proposed thermal system and analyzing the thermal performance of the CHP-HBP heating system under different operating …,https://www.sciencedirect.com/science/article/pii/S0306261920311867,,0,"4th generation, thermal network",10.1016/j.apenergy.2020.115690,Youjun Zhang; Nian Xiong; Zhihua Ge; Yichen Zhang; Junhong Hao; Zhiping Yang,2020-11,,https://api.elsevier.com/content/article/PII:S0306261920311867?httpAccept=text/xml,49.0
Model predictive control for a heat booster substation in ultra low temperature district heating systems,50,2022,… low temperature district heating minimizes transport heat losses while enabling the utilization of low… Local heat booster substations can heat water to useable temperatures using a heat …,https://www.sciencedirect.com/science/article/pii/S036054422101879X,,0,"low temperature, district thermal",10.1016/j.energy.2021.121631,Rune Hermansen; Kevin Smith; Jan Eric Thorsen; Jiawei Wang; Yi Zong,2022-1,,https://api.elsevier.com/content/article/PII:S036054422101879X?httpAccept=text/xml,37.0
Design of a solar district heating system with seasonal storage in Italy,50,2021,… A key strategy to reduce household fossil fuel use is solar district heating with seasonal thermal energy storage. Although this technology has been widely applied in Northern Europe (…,https://www.sciencedirect.com/science/article/pii/S1359431121008723,,0,"low temperature, district thermal",10.1016/j.applthermaleng.2021.117438,Michele Salvestroni; Giacomo Pierucci; Atabak Pourreza; Federico Fagioli; Francesco Taddei; Matteo Messeri; Maurizio De Lucia,2021-10,,https://api.elsevier.com/content/article/PII:S1359431121008723?httpAccept=text/xml,37.0
"Combining sufficiency, efficiency and flexibility to achieve positive energy districts targets",49,2021,"… Appropriate policies and design principles are necessary to enable sufficiency options, which in turn reveal that there is a bidirectional influence between the building and the district/city …",https://www.mdpi.com/1996-1073/14/15/4697,,0,"bidirectional, district energy",10.3390/en14154697,Silvia Erba; Lorenzo Pagliano,8/3/2021,"Energy efficiency, generation from renewable sources and more recently energy flexibility are key elements of present sustainability policies. However, we are beginning to see a recognition of the need to couple technological solutions with lifestyle and behavioral changes, sometimes labeled under the term “sufficiency”. Appropriate policies and design principles are necessary to enable sufficiency options, which in turn reveal that there is a bidirectional influence between the building and the district/city level. In this context, the authors discuss how city and building re-design should be implemented combining energy efficiency, flexibility, production from renewables and sufficiency options for achieving a positive energy balance at the district level even within the constraints of dense cities. Based on a review of recent advances, the paper provides a matrix of interactions between building and district design for use by building designers and city planners. It also compares possible scenarios implementing different strategies at the building and urban level in a case study, in order to evaluate the effect of the proposed integrated approach on the energy balance at yearly and seasonal time scales and on land take.",https://www.mdpi.com/1996-1073/14/15/4697/pdf,40.0
Environmental sustainability approaches and positive energy districts: a literature review,49,2021,"… the integration of distributed renewable energy generation into wider energy networks and provide a functional, healthy, user friendly environment with as low energy demand and little …",https://www.mdpi.com/2071-1050/13/23/13063,,0,"5th generation, district energy",10.3390/su132313063,Ilaria Marotta; Francesco Guarino; Sonia Longo; Maurizio Cellura,11/25/2021,"During the last decade, increasing attention has been paid to the emerging concept of Positive Energy Districts (PED) with the aim of pushing the transition to clean energy, but further research efforts are needed to identify design approaches optimized from the point of view of sustainable development. In this context, this literature review is placed, with a specific focus on environmental sustainability within innovative and eco-sustainable districts. The findings show that some sustainability aspects such as sustainable food, urban heat islands mitigation and co-impacts, e.g., green gentrification, are not adequately assessed, while fragmented thinking limits the potential of circularity. In this regard, targeted strategies should be developed. On the other hand, the Key Performance Indicators framework needs some integrations. In this direction, indicators were suggested, among those defined in the Sustainable Development Agenda, the main European standards and initiatives and the relevant literature experiences. Future outlooks should be directed towards: the harmonization of the Life Cycle Assessment in PEDs with reference to modeling assumptions and analysis of multiple impacts; the development of dynamic environmental analyses taking into account the long-term uncertainty due to climate change, data availability and energy decarbonization; the combination of Life Cycle Assessment and Key Performance Indicators based techniques, from a holistic thinking perspective, for a comprehensive design environment and the analysis of the contribution of energy flexibility approaches on the environmental impact of a project.",https://www.mdpi.com/2071-1050/13/23/13063/pdf,36.0
Identification of key performance indicators and complimentary load profiles for 5th generation district energy networks,49,2021,"… energy sharing. Despite promising cost-savings results, we conclude that low temperature district heating … time of use tariffs, rather than energy sharing. However, carbon savings can be …",https://www.sciencedirect.com/science/article/pii/S0306261921002014,,0,"4th generation, district heating and cooling",10.1016/j.apenergy.2021.116672,Michael-Allan Millar; Zhibin Yu; Neil Burnside; Greg Jones; Bruce Elrick,2021-6,,https://api.elsevier.com/content/article/PII:S0306261921002014?httpAccept=text/xml,33.0
"Application of CCHPs in a centralized domestic heating, cooling and power network Thermodynamic and economic implications",49,2020,"… network. Both geothermal and waste heat (from cement industry) are utilized to run domestic-scale combined cooling, heating and power (CCHP) units to meet the thermal … thermal and …",https://www.sciencedirect.com/science/article/pii/S2210670720301384,,0,"4th generation, thermal network",10.1016/j.scs.2020.102151,Hossein Nami; Amjad Anvari-Moghaddam; Ahmad Arabkoohsar,2020-9,,https://api.elsevier.com/content/article/PII:S2210670720301384?httpAccept=text/xml,44.0
