query,title,authors,publication,date,doi,citations,link
fifth generation AND district thermal,Optimising renewable energy community aggregation for urban districts decarbonisation,Buonomano A.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116411,0,https://api.elsevier.com/content/abstract/scopus_id/105020376659
fifth generation AND district thermal,"Integrating solutions for enabling the sustainable development of energy, water and environment systems",Kılkış Ş.,Energy Conversion and Management,2026-01-01,10.1016/j.enconman.2025.120492,1,https://api.elsevier.com/content/abstract/scopus_id/105016830534
fifth generation AND district thermal,Precipitation characteristics and formation mechanisms of prolonged southwesterly flow around southern Taiwan during the Mei-Yu season,Chiu Y.C.,Atmospheric Research,2026-01-01,10.1016/j.atmosres.2025.108460,0,https://api.elsevier.com/content/abstract/scopus_id/105016786052
fifth generation AND district thermal,Research on novel synergistic thermoelectric utilization of ASHP-BIPVF coupled system through advanced air-handling strategies in North America,Fu Y.,Energy and Buildings,2026-01-01,10.1016/j.enbuild.2025.116571,0,https://api.elsevier.com/content/abstract/scopus_id/105020878046
fifth generation AND district thermal,"A detailed review of evacuated tube solar collectors for sustainable energy, current trends and future prospects",Sood T.,Solar Energy,2026-01-01,10.1016/j.solener.2025.114054,0,https://api.elsevier.com/content/abstract/scopus_id/105020938178
fifth generation AND district energy,Tailoring imaging probes for defining glioma invasive margins: Tracing the molecular footprints of cancer cells,He Q.,Biomaterials,2026-04-01,10.1016/j.biomaterials.2025.123779,0,https://api.elsevier.com/content/abstract/scopus_id/105019944694
fifth generation AND district energy,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
fifth generation AND district energy,"Assessing groundwater and climate susceptibility in Masgeredo-Bulal catchment, Ethiopia",Tafesa A.M.,Scientific African,2026-03-01,10.1016/j.sciaf.2025.e03112,0,https://api.elsevier.com/content/abstract/scopus_id/105023481047
fifth generation AND district energy,Simulation-based planning for cost-effective and energy-efficient large-scale seasonal thermal energy storage systems,Dahash A.,Renewable Energy,2026-02-15,10.1016/j.renene.2025.124813,0,https://api.elsevier.com/content/abstract/scopus_id/105023657710
fifth generation AND district energy,Cavern thermal energy storage: State of play and prospects,Müller D.,Applied Energy,2026-02-01,10.1016/j.apenergy.2025.127141,0,https://api.elsevier.com/content/abstract/scopus_id/105022878883
fifth generation AND district energy,Review on heat transfer and thermo-mechanical behaviour of energy geostructures,Cen D.,Underground Space New,2026-02-01,10.1016/j.undsp.2025.06.003,0,https://api.elsevier.com/content/abstract/scopus_id/105023378429
fifth generation AND district energy,A hybrid learning framework for real-time fire dynamics prediction using diffusion models and spiking neural networks,Zhang P.,Reliability Engineering and System Safety,2026-02-01,10.1016/j.ress.2025.111645,0,https://api.elsevier.com/content/abstract/scopus_id/105015043316
fifth generation AND district energy,Unravelling trade-offs and synergies of direct-seeded rice in Indian agriculture: A meta-analysis,Kiran K.K.,European Journal of Agronomy,2026-02-01,10.1016/j.eja.2025.127897,0,https://api.elsevier.com/content/abstract/scopus_id/105020730236
fifth generation AND district energy,"Observations on morphological, physiological, and behavioural changes induced by protozoan infections in certain storage insect pests",Alfazairy A.A.,Journal of Invertebrate Pathology,2026-02-01,10.1016/j.jip.2025.108498,0,https://api.elsevier.com/content/abstract/scopus_id/105022806919
fifth generation AND district energy,Thermodynamic and economic analysis of an integrated LiBr/H2O absorption chiller and energy storage system,Xie N.,Applied Thermal Engineering,2026-01-30,10.1016/j.applthermaleng.2025.129182,0,https://api.elsevier.com/content/abstract/scopus_id/105022839293
fifth generation AND district energy,Modeling a large ultra-low-temperature district heating system with a focus on an aquifer thermal energy storage,Chicherin S.,Journal of Energy Storage,2026-01-20,10.1016/j.est.2025.119633,0,https://api.elsevier.com/content/abstract/scopus_id/105022884188
fifth generation AND district energy,Synthetic data generation and energy consumption prediction in district building energy modeling,Bolluk S.,Energy and Buildings,2026-01-15,10.1016/j.enbuild.2025.116716,0,https://api.elsevier.com/content/abstract/scopus_id/105022779460
fifth generation AND district energy,Collaborative optimization of hydrogen energy storage-aided multi-energy complementary systems: Resilience weight regulation and hybrid storage planning,Yang Z.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120768,0,https://api.elsevier.com/content/abstract/scopus_id/105023158505
fifth generation AND district energy,My-AESOPT: A systematic approach for the optimal investment planning and design of aggregated energy systems,Dipierro V.,Applied Energy,2026-01-15,10.1016/j.apenergy.2025.127006,0,https://api.elsevier.com/content/abstract/scopus_id/105022437412
fifth generation AND district energy,Green hydrogen production potential in New Zealand cities: A bottom-up geospatial approach,Steidl S.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120773,0,https://api.elsevier.com/content/abstract/scopus_id/105022304080
fifth generation AND district energy,Thermal design characteristics and techno-economic optimization of ultra-high-temperature transcritical heat pumps for waste heat upgrade,Yan Y.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120779,0,https://api.elsevier.com/content/abstract/scopus_id/105022807647
fifth generation AND district energy,Triggering mechanisms of nucleation in supercooled sodium acetate trihydrate using magnetic actuation,Sun M.,Solar Energy,2026-01-15,10.1016/j.solener.2025.114193,0,https://api.elsevier.com/content/abstract/scopus_id/105023649062
fifth generation AND district energy,A comprehensive techno-economic analysis of solar energy integration in low-temperature district heating and cooling systems,Russo G.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.124017,5,https://api.elsevier.com/content/abstract/scopus_id/105011876473
fifth generation AND district energy,A Tool for the Optimal Design of Climate Resilient Thermal Energy Networks. Part 2: District Heating and Cooling Network Model,Villa G.,Lecture Notes in Civil Engineering,2026-01-01,10.1007/978-3-032-06806-4_30,0,https://api.elsevier.com/content/abstract/scopus_id/105023591390
fifth generation AND district energy,"Evaluating Retrofit Strategies and Decentralized Systems for the Transition to Low-Temperature District Heating: A Simulation-Based Case Study in Borlänge, Sweden",Ayyathurai V.P.,Lecture Notes in Computer Science,2026-01-01,10.1007/978-3-032-03101-3_6,0,https://api.elsevier.com/content/abstract/scopus_id/105021834383
fifth generation AND district energy,A review on optimization of district energy systems,Abdelghani D.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116041,1,https://api.elsevier.com/content/abstract/scopus_id/105012629133
fifth generation AND district energy,Optimising renewable energy community aggregation for urban districts decarbonisation,Buonomano A.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116411,0,https://api.elsevier.com/content/abstract/scopus_id/105020376659
fifth generation AND district energy,Sizing procedure of low-enthalpy district heating and cooling heat pump plants: A case study of the Balearic Islands university campus,Bibiloni-Mulet P.A.,Energy and Buildings,2026-01-01,10.1016/j.enbuild.2025.116582,0,https://api.elsevier.com/content/abstract/scopus_id/105022150047
fifth generation AND district energy,District heating modeling tools: A review based on design and simulation of renewable district heating networks,Valentini L.V.,Energy Conversion and Management X,2026-01-01,10.1016/j.ecmx.2025.101414,0,https://api.elsevier.com/content/abstract/scopus_id/105023079317
fifth generation AND district energy,Air-source ammonia heat pump for district heating: a field modeling approach with focus on frosting-defrosting cycles,Passarelli A.F.,Applied Thermal Engineering,2026-01-01,10.1016/j.applthermaleng.2025.128790,0,https://api.elsevier.com/content/abstract/scopus_id/105020907183
fifth generation AND district heat pump,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
fifth generation AND district heat pump,Simulation-based planning for cost-effective and energy-efficient large-scale seasonal thermal energy storage systems,Dahash A.,Renewable Energy,2026-02-15,10.1016/j.renene.2025.124813,0,https://api.elsevier.com/content/abstract/scopus_id/105023657710
fifth generation AND district heat pump,Review on heat transfer and thermo-mechanical behaviour of energy geostructures,Cen D.,Underground Space New,2026-02-01,10.1016/j.undsp.2025.06.003,0,https://api.elsevier.com/content/abstract/scopus_id/105023378429
fifth generation AND district heat pump,Cavern thermal energy storage: State of play and prospects,Müller D.,Applied Energy,2026-02-01,10.1016/j.apenergy.2025.127141,0,https://api.elsevier.com/content/abstract/scopus_id/105022878883
fifth generation AND district heat pump,Thermodynamic and economic analysis of an integrated LiBr/H2O absorption chiller and energy storage system,Xie N.,Applied Thermal Engineering,2026-01-30,10.1016/j.applthermaleng.2025.129182,0,https://api.elsevier.com/content/abstract/scopus_id/105022839293
fifth generation AND district heat pump,Modeling a large ultra-low-temperature district heating system with a focus on an aquifer thermal energy storage,Chicherin S.,Journal of Energy Storage,2026-01-20,10.1016/j.est.2025.119633,0,https://api.elsevier.com/content/abstract/scopus_id/105022884188
fifth generation AND district heat pump,Thermal design characteristics and techno-economic optimization of ultra-high-temperature transcritical heat pumps for waste heat upgrade,Yan Y.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120779,0,https://api.elsevier.com/content/abstract/scopus_id/105022807647
fifth generation AND district heat pump,Green hydrogen production potential in New Zealand cities: A bottom-up geospatial approach,Steidl S.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120773,0,https://api.elsevier.com/content/abstract/scopus_id/105022304080
fifth generation AND district heat pump,Sizing procedure of low-enthalpy district heating and cooling heat pump plants: A case study of the Balearic Islands university campus,Bibiloni-Mulet P.A.,Energy and Buildings,2026-01-01,10.1016/j.enbuild.2025.116582,0,https://api.elsevier.com/content/abstract/scopus_id/105022150047
fifth generation AND district heat pump,A Tool for the Optimal Design of Climate Resilient Thermal Energy Networks. Part 2: District Heating and Cooling Network Model,Villa G.,Lecture Notes in Civil Engineering,2026-01-01,10.1007/978-3-032-06806-4_30,0,https://api.elsevier.com/content/abstract/scopus_id/105023591390
fifth generation AND district heat pump,Air-source ammonia heat pump for district heating: a field modeling approach with focus on frosting-defrosting cycles,Passarelli A.F.,Applied Thermal Engineering,2026-01-01,10.1016/j.applthermaleng.2025.128790,0,https://api.elsevier.com/content/abstract/scopus_id/105020907183
fifth generation AND district heat pump,"Evaluating Retrofit Strategies and Decentralized Systems for the Transition to Low-Temperature District Heating: A Simulation-Based Case Study in Borlänge, Sweden",Ayyathurai V.P.,Lecture Notes in Computer Science,2026-01-01,10.1007/978-3-032-03101-3_6,0,https://api.elsevier.com/content/abstract/scopus_id/105021834383
fifth generation AND district heat pump,A comprehensive techno-economic analysis of solar energy integration in low-temperature district heating and cooling systems,Russo G.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.124017,5,https://api.elsevier.com/content/abstract/scopus_id/105011876473
fifth generation AND district heat pump,District heating modeling tools: A review based on design and simulation of renewable district heating networks,Valentini L.V.,Energy Conversion and Management X,2026-01-01,10.1016/j.ecmx.2025.101414,0,https://api.elsevier.com/content/abstract/scopus_id/105023079317
fifth generation AND district heat pump,A review on optimization of district energy systems,Abdelghani D.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116041,1,https://api.elsevier.com/content/abstract/scopus_id/105012629133
fifth generation AND district heat pump,Experimental investigation on the thermal performance of a novel inverted pyramid-shaped simultaneous cold and heat storage water tank,Ren Y.,International Journal of Thermal Sciences,2026-01-01,10.1016/j.ijthermalsci.2025.110234,1,https://api.elsevier.com/content/abstract/scopus_id/105013360441
fifth generation AND district heat pump,Advancing an already high-performance smart building with model predictive control: Multi-layer optimization under forecast uncertainty in a real building case,Behzadi A.,Applied Energy,2026-01-01,10.1016/j.apenergy.2025.126999,0,https://api.elsevier.com/content/abstract/scopus_id/105020918060
fifth generation AND district heat pump,Research on novel synergistic thermoelectric utilization of ASHP-BIPVF coupled system through advanced air-handling strategies in North America,Fu Y.,Energy and Buildings,2026-01-01,10.1016/j.enbuild.2025.116571,0,https://api.elsevier.com/content/abstract/scopus_id/105020878046
fifth generation AND district heat pump,Optimising renewable energy community aggregation for urban districts decarbonisation,Buonomano A.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116411,0,https://api.elsevier.com/content/abstract/scopus_id/105020376659
fifth generation AND district heat pump,"Integrating solutions for enabling the sustainable development of energy, water and environment systems",Kılkış Ş.,Energy Conversion and Management,2026-01-01,10.1016/j.enconman.2025.120492,1,https://api.elsevier.com/content/abstract/scopus_id/105016830534
fifth generation AND district heat pump,"A detailed review of evacuated tube solar collectors for sustainable energy, current trends and future prospects",Sood T.,Solar Energy,2026-01-01,10.1016/j.solener.2025.114054,0,https://api.elsevier.com/content/abstract/scopus_id/105020938178
fifth generation AND district heat pump,Ventilation systems balancing rapid pollutant removal and energy efficiency in the post-pandemic era: a literature review,Zhang J.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116175,1,https://api.elsevier.com/content/abstract/scopus_id/105012587022
fifth generation AND district heat pump,A detailed simulation model for fifth generation district heating and cooling networks with seasonal latent storage evaluated on field data,Kollmar M.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126757,0,https://api.elsevier.com/content/abstract/scopus_id/105016611124
fifth generation AND district heat pump,"Comparative techno-economic assessment of solar district heating architectures based on combined solar thermal collectors, heat pumps, PVs and batteries",Braimakis K.,Applied Thermal Engineering,2025-12-15,10.1016/j.applthermaleng.2025.128723,0,https://api.elsevier.com/content/abstract/scopus_id/105020879955
fifth generation AND district heat pump,Design and flexible operation study of a bidirectional thermal substation based on building thermal battery model in fifth generation heating and cooling systems,Guo Y.,Applied Thermal Engineering,2025-12-15,10.1016/j.applthermaleng.2025.128817,0,https://api.elsevier.com/content/abstract/scopus_id/105022183480
fifth generation AND thermal network,Entropy generation on bio-convection prandtl-eyring fluid flow through a porous microchannel with waste discharge and non-uniform heat sources,A R.,Multiscale and Multidisciplinary Modeling Experiments and Design,2026-12-01,10.1007/s41939-025-01084-8,0,https://api.elsevier.com/content/abstract/scopus_id/105019492287
fifth generation AND thermal network,A hybrid approach to CFD modeling of the combustion chamber and the platen superheater,Granda M.,Fuel,2026-04-01,10.1016/j.fuel.2025.137707,0,https://api.elsevier.com/content/abstract/scopus_id/105023662332
fifth generation AND thermal network,Solving the inverse problem of time-dependent heat source identification with non-classical boundary conditions,Shivanian E.,Journal of Computational and Applied Mathematics,2026-04-01,10.1016/j.cam.2025.117074,0,https://api.elsevier.com/content/abstract/scopus_id/105016778703
fifth generation AND thermal network,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
fifth generation AND thermal network,Efficient numerical simulation of heat extraction from fractured media in enhanced geothermal systems (EGS) by water and CO2,Solovský J.,International Journal of Heat and Mass Transfer,2026-03-01,10.1016/j.ijheatmasstransfer.2025.128065,0,https://api.elsevier.com/content/abstract/scopus_id/105022246732
fifth generation AND thermal network,Manufacturing Challenges of Hybrid Bonding for Chiplets Heterogenerous Integration,Lu M.C.,Journal of Electronic Packaging,2026-03-01,10.1115/1.4068767,0,https://api.elsevier.com/content/abstract/scopus_id/105015500827
fifth generation AND thermal network,Modeling the solubility of iron oxides in wide temperature ranges: thermodynamic foundation for understanding flow-accelerated corrosion,Wang P.,Fluid Phase Equilibria,2026-03-01,10.1016/j.fluid.2025.114618,0,https://api.elsevier.com/content/abstract/scopus_id/105021080218
fifth generation AND thermal network,The impact of vehicle emissions on secondary aerosol formation: a laboratory study using an oxidation flow reactor,Sasso F.,Fuel,2026-03-01,10.1016/j.fuel.2025.137404,0,https://api.elsevier.com/content/abstract/scopus_id/105021087869
fifth generation AND thermal network,Exploring the piezoelectric phenomenon: From polymers to human tissues and advanced applications in tissue engineering,Martins L.,Bioactive Materials,2026-03-01,10.1016/j.bioactmat.2025.11.010,0,https://api.elsevier.com/content/abstract/scopus_id/105021466721
fifth generation AND thermal network,Surface functionalization of carbon fibers with NiCo nanosheets and nanoneedles: Multifunctional interfacial and electromagnetic protection performances of PEEK composites,Zhou J.,Composites Part B Engineering,2026-02-15,10.1016/j.compositesb.2025.113212,0,https://api.elsevier.com/content/abstract/scopus_id/105022119866
fifth generation AND thermal network,Simulation-based planning for cost-effective and energy-efficient large-scale seasonal thermal energy storage systems,Dahash A.,Renewable Energy,2026-02-15,10.1016/j.renene.2025.124813,0,https://api.elsevier.com/content/abstract/scopus_id/105023657710
fifth generation AND thermal network,"Electroless copper-deposited basalt fibers with light-weight, high conductivity, and corrosion-resistance for next-generation communication networks",Parkash A.,Materials Research Bulletin,2026-02-01,10.1016/j.materresbull.2025.113770,0,https://api.elsevier.com/content/abstract/scopus_id/105014940857
fifth generation AND thermal network,Cavern thermal energy storage: State of play and prospects,Müller D.,Applied Energy,2026-02-01,10.1016/j.apenergy.2025.127141,0,https://api.elsevier.com/content/abstract/scopus_id/105022878883
fifth generation AND thermal network,Design of 2D/2D nanostructure based fire-resistant barriers upon thermal runaway propagation of LIBs: Performance evaluation and mechanism investigation,Wang W.,Polymer Degradation and Stability,2026-02-01,10.1016/j.polymdegradstab.2025.111797,0,https://api.elsevier.com/content/abstract/scopus_id/105022288252
fifth generation AND thermal network,Modified quasi-static analysis of angular contact ball bearing,Guo J.,Tribology International,2026-02-01,10.1016/j.triboint.2025.111198,0,https://api.elsevier.com/content/abstract/scopus_id/105018855824
fifth generation AND thermal network,Two novel pressure recovery devices for compressed air energy storage: A comparative study,Zhang Y.,Applied Thermal Engineering,2026-02-01,10.1016/j.applthermaleng.2025.129228,0,https://api.elsevier.com/content/abstract/scopus_id/105023409772
fifth generation AND thermal network,Review on heat transfer and thermo-mechanical behaviour of energy geostructures,Cen D.,Underground Space New,2026-02-01,10.1016/j.undsp.2025.06.003,0,https://api.elsevier.com/content/abstract/scopus_id/105023378429
fifth generation AND thermal network,Cavitation reliability assessment of aviation fuel centrifugal pumps combining kriging and subset simulation important sampling,Liu B.,Reliability Engineering and System Safety,2026-02-01,10.1016/j.ress.2025.111706,1,https://api.elsevier.com/content/abstract/scopus_id/105015821975
fifth generation AND thermal network,A review of hybrid computational fluid dynamics and machine learning approaches for the combustion of alternative fuels,Quaye E.K.,Journal of the Energy Institute,2026-02-01,10.1016/j.joei.2025.102384,0,https://api.elsevier.com/content/abstract/scopus_id/105023413537
fifth generation AND thermal network,Silver ion competition reaction-triggered elastoplastic transition of chitosan hydrogel tubes,Guo Y.,Carbohydrate Polymers,2026-02-01,10.1016/j.carbpol.2025.124601,0,https://api.elsevier.com/content/abstract/scopus_id/105021259534
fifth generation AND thermal network,Advancing hierarchical optimization: A-Cubed algorithm for adaptive agent collaboration,Chou J.S.,Mathematics and Computers in Simulation,2026-02-01,10.1016/j.matcom.2025.07.024,0,https://api.elsevier.com/content/abstract/scopus_id/105015095875
fifth generation AND thermal network,Urban heatwaves and mortality: A socioeconomic and environmental study using a novel building heat vulnerability index,Zou J.,Cities,2026-02-01,10.1016/j.cities.2025.106558,0,https://api.elsevier.com/content/abstract/scopus_id/105018182997
fifth generation AND thermal network,Levenberg–Marquardt artificial neural network approach to analyze tetra hybrid nanofluid flow over a rough rotating disk under low/high oscillating magnetic fields,Banakar V.R.,Modern Physics Letters B,2026-01-30,10.1142/S0217984925502641,0,https://api.elsevier.com/content/abstract/scopus_id/105020724019
fifth generation AND thermal network,Modeling a large ultra-low-temperature district heating system with a focus on an aquifer thermal energy storage,Chicherin S.,Journal of Energy Storage,2026-01-20,10.1016/j.est.2025.119633,0,https://api.elsevier.com/content/abstract/scopus_id/105022884188
fifth generation AND thermal network,Synthetic data generation and energy consumption prediction in district building energy modeling,Bolluk S.,Energy and Buildings,2026-01-15,10.1016/j.enbuild.2025.116716,0,https://api.elsevier.com/content/abstract/scopus_id/105022779460
fifth generation AND thermal grid,Efficient numerical simulation of heat extraction from fractured media in enhanced geothermal systems (EGS) by water and CO2,Solovský J.,International Journal of Heat and Mass Transfer,2026-03-01,10.1016/j.ijheatmasstransfer.2025.128065,0,https://api.elsevier.com/content/abstract/scopus_id/105022246732
fifth generation AND thermal grid,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
fifth generation AND thermal grid,Environmental Impacts and Sustainability of Production of Biochar,Thatoi H.,Biochar and the Circular Economy Innovations in Production and Applications,2026-02-20,10.1201/9781003659761-9,0,https://api.elsevier.com/content/abstract/scopus_id/105023360166
fifth generation AND thermal grid,Design of 2D/2D nanostructure based fire-resistant barriers upon thermal runaway propagation of LIBs: Performance evaluation and mechanism investigation,Wang W.,Polymer Degradation and Stability,2026-02-01,10.1016/j.polymdegradstab.2025.111797,0,https://api.elsevier.com/content/abstract/scopus_id/105022288252
fifth generation AND thermal grid,Two novel pressure recovery devices for compressed air energy storage: A comparative study,Zhang Y.,Applied Thermal Engineering,2026-02-01,10.1016/j.applthermaleng.2025.129228,0,https://api.elsevier.com/content/abstract/scopus_id/105023409772
fifth generation AND thermal grid,"Energy, exergy, economic, and environmental (4E) analyses and optimization of a novel coalbed methane liquefaction-distillation process for LNG production using regenerative cryocoolers",Dong X.,Applied Thermal Engineering,2026-02-01,10.1016/j.applthermaleng.2025.129314,0,https://api.elsevier.com/content/abstract/scopus_id/105023669121
fifth generation AND thermal grid,LES of a hydrogen flame controlled by mass flow oscillations and rotating shear layer disturbance,Wawrzak K.,International Journal of Heat and Mass Transfer,2026-02-01,10.1016/j.ijheatmasstransfer.2025.127742,1,https://api.elsevier.com/content/abstract/scopus_id/105014947933
fifth generation AND thermal grid,A review of hybrid computational fluid dynamics and machine learning approaches for the combustion of alternative fuels,Quaye E.K.,Journal of the Energy Institute,2026-02-01,10.1016/j.joei.2025.102384,0,https://api.elsevier.com/content/abstract/scopus_id/105023413537
fifth generation AND thermal grid,Unlocking mid-to-long-term flexibility: why seasonal pumped storage outperforms conventional pumped storage in wind-solar dominated grids,Zhang M.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120750,0,https://api.elsevier.com/content/abstract/scopus_id/105021873466
fifth generation AND thermal grid,My-AESOPT: A systematic approach for the optimal investment planning and design of aggregated energy systems,Dipierro V.,Applied Energy,2026-01-15,10.1016/j.apenergy.2025.127006,0,https://api.elsevier.com/content/abstract/scopus_id/105022437412
fifth generation AND thermal grid,Collaborative optimization of hydrogen energy storage-aided multi-energy complementary systems: Resilience weight regulation and hybrid storage planning,Yang Z.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120768,0,https://api.elsevier.com/content/abstract/scopus_id/105023158505
fifth generation AND thermal grid,Assessment of tidal stream energy and decarbonization potential by high-resolution simulations: A case study for Singapore,Wen Y.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120771,0,https://api.elsevier.com/content/abstract/scopus_id/105022253609
fifth generation AND thermal grid,Thermo-economic Sizing of a Heat-Pump Based Residential HVAC System with Latent Thermal Energy Storage and in Situ Photovoltaic Generation,Mira-Hernández C.,Lecture Notes in Civil Engineering,2026-01-01,10.1007/978-3-032-06806-4_25,0,https://api.elsevier.com/content/abstract/scopus_id/105023585364
fifth generation AND thermal grid,Mesh generation and geometric characteristics of multi-surface spatial structures based on surface partitioning and unfolding,Wang L.,Thin Walled Structures,2026-01-01,10.1016/j.tws.2025.114128,0,https://api.elsevier.com/content/abstract/scopus_id/105019073883
fifth generation AND thermal grid,The uneven change of global expanding summer over the past 50 years,Jiao G.,Atmospheric Research,2026-01-01,10.1016/j.atmosres.2025.108506,0,https://api.elsevier.com/content/abstract/scopus_id/105017224938
fifth generation AND thermal grid,"Evaluating Retrofit Strategies and Decentralized Systems for the Transition to Low-Temperature District Heating: A Simulation-Based Case Study in Borlänge, Sweden",Ayyathurai V.P.,Lecture Notes in Computer Science,2026-01-01,10.1007/978-3-032-03101-3_6,0,https://api.elsevier.com/content/abstract/scopus_id/105021834383
fifth generation AND thermal grid,Sizing procedure of low-enthalpy district heating and cooling heat pump plants: A case study of the Balearic Islands university campus,Bibiloni-Mulet P.A.,Energy and Buildings,2026-01-01,10.1016/j.enbuild.2025.116582,0,https://api.elsevier.com/content/abstract/scopus_id/105022150047
fifth generation AND thermal grid,CANFLEX fuel bundle CFD analysis: Evaluation of different levels of modeling detailing,Moreira A.G.,Progress in Nuclear Energy,2026-01-01,10.1016/j.pnucene.2025.106056,0,https://api.elsevier.com/content/abstract/scopus_id/105017847415
fifth generation AND thermal grid,Experimental investigation on the thermal performance of a novel inverted pyramid-shaped simultaneous cold and heat storage water tank,Ren Y.,International Journal of Thermal Sciences,2026-01-01,10.1016/j.ijthermalsci.2025.110234,1,https://api.elsevier.com/content/abstract/scopus_id/105013360441
fifth generation AND thermal grid,Assessing renewable energy installations in pig farms from a financial and environmental perspective: a case study in the EU,Everaert M.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.124291,1,https://api.elsevier.com/content/abstract/scopus_id/105014533797
fifth generation AND thermal grid,"High-resolution dynamic modeling of ambient temperature and humidity for solar applications: A study from the Dead Sea Basin, Jordan",Al Shabaan G.N.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.124389,0,https://api.elsevier.com/content/abstract/scopus_id/105015949711
fifth generation AND thermal grid,Advancing an already high-performance smart building with model predictive control: Multi-layer optimization under forecast uncertainty in a real building case,Behzadi A.,Applied Energy,2026-01-01,10.1016/j.apenergy.2025.126999,0,https://api.elsevier.com/content/abstract/scopus_id/105020918060
fifth generation AND thermal grid,A review on optimization of district energy systems,Abdelghani D.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116041,1,https://api.elsevier.com/content/abstract/scopus_id/105012629133
fifth generation AND thermal grid,Remote sensing compatible snow loss modelling for PV power simulations,Öhgren G.,Solar Energy,2026-01-01,10.1016/j.solener.2025.114132,0,https://api.elsevier.com/content/abstract/scopus_id/105022937367
fifth generation AND thermal grid,Comprehensive thermal assessment of anaerobic digestion process in biogas plants,Godara R.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116265,1,https://api.elsevier.com/content/abstract/scopus_id/105016456839
fourth generation AND district heating and cooling,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
fourth generation AND district heating and cooling,Simulation-based planning for cost-effective and energy-efficient large-scale seasonal thermal energy storage systems,Dahash A.,Renewable Energy,2026-02-15,10.1016/j.renene.2025.124813,0,https://api.elsevier.com/content/abstract/scopus_id/105023657710
fourth generation AND district heating and cooling,Low-temperature district heating operations using heat cost allocators in apartment buildings,Yang Q.,Building and Environment,2026-02-01,10.1016/j.buildenv.2025.114095,0,https://api.elsevier.com/content/abstract/scopus_id/105023648143
fourth generation AND district heating and cooling,Cavern thermal energy storage: State of play and prospects,Müller D.,Applied Energy,2026-02-01,10.1016/j.apenergy.2025.127141,0,https://api.elsevier.com/content/abstract/scopus_id/105022878883
fourth generation AND district heating and cooling,Impact of electrical energy storage on the performance of photovoltaic systems in building retrofits,Schibuola L.,Energy and Buildings,2026-01-15,10.1016/j.enbuild.2025.116755,0,https://api.elsevier.com/content/abstract/scopus_id/105022798652
fourth generation AND district heating and cooling,Triggering mechanisms of nucleation in supercooled sodium acetate trihydrate using magnetic actuation,Sun M.,Solar Energy,2026-01-15,10.1016/j.solener.2025.114193,0,https://api.elsevier.com/content/abstract/scopus_id/105023649062
fourth generation AND district heating and cooling,Sizing procedure of low-enthalpy district heating and cooling heat pump plants: A case study of the Balearic Islands university campus,Bibiloni-Mulet P.A.,Energy and Buildings,2026-01-01,10.1016/j.enbuild.2025.116582,0,https://api.elsevier.com/content/abstract/scopus_id/105022150047
fourth generation AND district heating and cooling,A comprehensive techno-economic analysis of solar energy integration in low-temperature district heating and cooling systems,Russo G.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.124017,5,https://api.elsevier.com/content/abstract/scopus_id/105011876473
