title,num_citations,year,excerpt,url,url_pdf,indicator,key_words
Energetic communities for community energy: A review of key issues and trends shaping integrated community energy systems,621,2016,"… of different energy system integration option is provided. We review the current energy trends … countries, however, their objectives, business models as well as composition differs. ICESs …",https://www.sciencedirect.com/science/article/pii/S1364032115013477,,0,"review, model, district heating and cooling"
Calibrating whole building energy models: An evidence-based methodology,370,2011,"… This paper reviews existing case studies and methods for calibrating whole building energy models to … of these models. Under this methodology, parameter values in the final calibrated …",https://www.sciencedirect.com/science/article/pii/S0378778811002349,,0,"review, model, district heating and cooling"
CFD applications for latent heat thermal energy storage: a review,296,2013,… energy densities per unit mass/volume at nearly constant temperatures. This review presents previous studies on the numerical modeling … to study the heat transfer phenomena in PCMs…,https://www.sciencedirect.com/science/article/pii/S1364032112006934,,0,"review, model, district heating and cooling"
Energy hub: From a model to a concept–A review,354,2017,"… and consumption of different energy carriers takes place, is … reviews the different concepts and models used in the literature for EH. The dominant structures used for energy hub models …",https://www.sciencedirect.com/science/article/pii/S1364032117310985,,0,"review, model, district heating and cooling"
Generalized frequency division multiplexing for 5th generation cellular networks,959,2014,… different channel models; 3) concepts for MIMO-GFDM to achieve diversity; 4) preamble-based synchronization that preserves the excellent spectral properties of the waveform; 5) bit …,https://ieeexplore.ieee.org/abstract/document/6871292/,,0,"fifth generation, models, district cooling"
Wind energy generation: modelling and control,989,2011,"… supplies, wind power is emerging as an important source of electrical energy throughout the world. … Wind Energy Generation describes the fundamental principles and modelling of the …","https://books.google.com/books?hl=en&lr=&id=R4yUPKB8dgkC&oi=fnd&pg=PP8&dq=fifth+generation,+models,+district+cooling&ots=6vZqE_eil9&sig=RKTe1BpNq1wIGAaZWvde_9Jtf88",,0,"fifth generation, models, district cooling"
Cellular architecture and key technologies for 5G wireless communication networks,2523,2014,… therefore have started research on fifth generation wireless systems that are expected … energy consumption of base stations (BSs) contributes to over 70 percent of their electricity bill [5…,https://ieeexplore.ieee.org/abstract/document/6736752/,,0,"fifth generation, models, district cooling"
Millimeter-wave enhanced local area systems: A high-data-rate approach for future wireless networks,842,2014,… fifth generation (5G) wireless system for ultradense networks by presenting an overview of enhanced local area (… and it shows that distinctive lobes of energy arrive in a similar manner at …,https://ieeexplore.ieee.org/abstract/document/6824746/,,0,"fifth generation, models, district cooling"
Energy-efficient offloading for mobile edge computing in 5G heterogeneous networks,807,2016,"… to mobile devices in fifth-generation (5G) networks. In this paper, we study energy-efficient … We formulate an optimization problem to minimize the energy consumption of the offloading …",https://ieeexplore.ieee.org/abstract/document/7553459/,,0,"fifth generation, models, district cooling"
Broadband millimeter-wave propagation measurements and models using adaptive-beam antennas for outdoor urban cellular communications,953,2012,… measurements and models that may be used to design future 5th generation millimeter … for combining energy from s using spatial MIMO. Other studies of r systems may be found in [30]. …,https://ieeexplore.ieee.org/abstract/document/6387266/,,0,"fifth generation, models, district cooling"
Current methods and advances in forecasting of wind power generation,1312,2012,… divided into two types: dynamic models (also called prognostic) and kinematic models (also called diagnostic) [25]. In these models the momentum and energy equations are not solved …,https://www.sciencedirect.com/science/article/pii/S0960148111002850,,0,"fifth generation, models, district cooling"
Results of a literature review on methods for estimating buildings energy demand at district level,55,2019,"… of studies providing directly useable energy profiles are reported. Therefore, … in energy simulations of buildings stocks and community energy planning in assessing the buildings energy …",https://www.sciencedirect.com/science/article/pii/S0360544219305924,,0,"fifth generation, models, district cooling"
State of the art in building modelling and energy performances prediction: A review,826,2013,"… of the largest energy consumer with about 40% of the final energy consumption. Reducing … energy performances. Indeed, the research field related to building modelling and energy …",https://www.sciencedirect.com/science/article/pii/S1364032113001536,,0,"fifth generation, models, district cooling"
"Demand side management: Demand response, intelligent energy systems, and smart loads",3279,2011,"… of DSM, Energy Conservation (EC, [5]) shall be seen as part of Energy Efficiency in this paper. EC focuses on users and behavioral changes to achieve more efficient energy usage. …",https://ieeexplore.ieee.org/abstract/document/5930335/,,0,"fifth generation, models, district cooling"
The role of renewable energy in the global energy transformation,2169,2019,… Energy Agency's (IRENA) in-depth global energy modelling … by IRENA and the International Energy Agency (IEA) [28]. … the REmap global energy modelling framework methodology. …,https://www.sciencedirect.com/science/article/pii/S2211467X19300082,,0,"fifth generation, models, district cooling"
Household response to dynamic pricing of electricity: a survey of 15 experiments,968,2010,"… of the price increase, the presence of central air conditioning and the availability of enabling … EW featured CPP hours from 5 pm to 9 pm, day-ahead notification, a CPP energy price of …",https://link.springer.com/article/10.1007/s11149-010-9127-y,,0,"5th generation, models, district cooling"
Towards energy demand reduction in social housing buildings: Envelope system optimization strategies,82,2012,"… generation of energy models with the TRNSYS tool for simple or combined solutions, identifying possible potentials for reduction of the energy … Table 5, Table 6 and Table 7 describe the …",https://www.mdpi.com/37470,,0,"5th generation, models, district cooling"
How much energy is needed to run a wireless network?,1647,2011,"In order to quantify the energy efficiency of a wireless network, the power consumption of the entire system needs to be captured. In this article, the necessary extensions with respect to …",https://ieeexplore.ieee.org/abstract/document/6056691/,,0,"5th generation, models, district cooling"
Review of software tools for hybrid renewable energy systems,961,2014,… energy system incorporates two or more electricity generation options based on renewable energy or … 5 shows a general schematic representation of TRNSYS architecture. The latest …,https://www.sciencedirect.com/science/article/pii/S136403211400046X,,0,"5th generation, models, district cooling"
Roadblocks to low temperature district heating,7,2020,"… , typically with a water to water heat pump. The real benefit of a 5GDHC ambient network is the flexibility to provide heating and cooling from a single supply line, which may offer …",https://www.mdpi.com/887230,,0,"5GDHC, models, district heat pump"
Fourth generation of district heating and centralized heating supply systems of Ukraine,4,2019,"… of heat pump installations. At the transition stage, 3G-DH + will be widely used heat pumps, both … 5GDHC will be able to implement bi-directional (2-way, Fig. 2, either from the network or …",https://link.springer.com/chapter/10.1007/978-3-030-27011-7_10,,0,"5GDHC, models, district heat pump"
Renewable energy communities under the 2019 European Clean Energy Package–Governance model for the energy clusters of the future?,281,2020,"… district energy (eg, heating and cooling) and combined heat and power. Distributed energy is defined as the production of heat … bi-directional and interconnected relationships of energy …",https://www.sciencedirect.com/science/article/pii/S1364032119306975,,0,"bi-directional, models, district cooling and heatingdistrict heating"
Supporting the smart readiness indicator—a methodology to integrate a quantitative assessment of the load shifting potential of smart buildings,36,2019,"… is with a lower thermal storage capacity higher, due to the fact that in this use case, the system can charge as well as discharge thermal energy from the grid and is thus bi-directional. …",https://www.mdpi.com/466470,,0,"bi-directional, models, district cooling and heatingdistrict heating"
"Design, Implementation, and Evaluation of a Blockchain-enabled Multi-Energy Transaction System for District Energy Systems",5,2018,"… , a district heating network and other bi-directional DERs, like electric vehicles, batteries and hydrogen storages, could also be added up on top to form a district multi-energy system. …",https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/257364/4/MasterThesis_QianchenYU_converted.pdf,http://scholar.google.com/https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/257364/4/MasterThesis_QianchenYU_converted.pdf,0,"bi-directional, models, district cooling and heatingdistrict heating"
Flexibility services to minimize the electricity production from fossil fuels. A case study in a Mediterranean small island,20,2019,"… one, but the local energy production is enough to cover the … the realization of a heating district network supplied by biomass, … heaters since they can be controlled through a bi-directional …",https://www.mdpi.com/532020,,0,"bi-directional, models, district cooling and heatingdistrict heating"
"Towards a Balkan gas hub: the interplay between pipeline gas, LNG and renewable energy in South East Europe",22,2017,… This paper addresses the potential for the region to evolve to a … energy mix (including lignite to a significant degree) and the complex interaction between gas-fired district heating…,https://ora.ox.ac.uk/objects/uuid:00ac940a-a4da-4d0a-8bef-be09437a167c,,0,"bi-directional, models, district cooling and heatingdistrict heating"
Business models for an aggregator: Is an aggregator economically sustainable on gotland?,13,2012,… District Heating This last paragraph does not directly apply to the Aggregator's business models since district heating … The economic scheme of this bi-directional CRP-2 service [21] can …,https://www.diva-portal.org/smash/record.jsf?pid=diva2:537356,,0,"bi-directional, models, district cooling and heatingdistrict heating"
A supplementary dictionary of renewable energy and sustainability,6,2013,"… solar chimney solar district heating solar energy, direct uses solar energy, indirect uses … rotor blades through 180, allowing operation in the bi-directional flow of the tides. The SeaGen S …","https://books.google.com/books?hl=en&lr=&id=RFExDwAAQBAJ&oi=fnd&pg=PT12&dq=bi-directional,+models,+district+cooling+and+heatingdistrict+heating&ots=6iGzADGcMZ&sig=9Q9J_Rxwg1-d8JzgE4RciHUiwyM",,0,"bi-directional, models, district cooling and heatingdistrict heating"
Environmental comparison of energy solutions for heating and cooling,21,2019,"… of district cooling are basically the same as for district heating… is sometimes called the fifth-generation district heating [2]. … In the model, the heat and cooling demand for Medicon Village …",https://www.mdpi.com/592142,,0,"fifth-generation, model, district cooling and heatingdistrict heating"
ExRET-Opt: An automated exergy/exergoeconomic simulation framework for building energy retrofit analysis and design optimisation,47,2017,"… and considers energy transfers and heat rejection to the … The simulation model consists of a fourteen-thermal zone … h), and NPV after the twenty-fifth generation (£276,182). As it can be …",https://www.sciencedirect.com/science/article/pii/S0306261917301204,,0,"fifth-generation, model, district cooling and heatingdistrict heating"
… very high-resolution climate simulations with nested models: illustration of potential in simulating St. Lawrence River Valley channelling winds with the fifth-generation …,22,2015,"… offered by climate simulations on kilometer-… simulations. The cascade method is illustrated using a suite of five one-way nested, time-slice simulations carried out with the fifth-generation …",https://www.mdpi.com/95276,,0,"fifth-generation, simulation, district energy"
Present climate and climate change over North America as simulated by the fifth-generation Canadian regional climate model,179,2013,"… These experiments are performed using the fifth-generation Canadian Regional Climate … CMIP5 CGCMs’ simulations. In addition, a reanalysis-driven CRCM5 simulation is performed in …",https://link.springer.com/article/10.1007/s00382-013-1737-5,,0,"fifth-generation, simulation, district energy"
Climate projections over CORDEX Africa domain using the fifth-generation Canadian Regional Climate Model (CRCM5),175,2013,… simulations and climate-change projections for Africa were made with the new fifth-generation … The performance of the CRCM5 simulations for current climate is discussed first and …,https://link.springer.com/article/10.1007/s00382-012-1651-2,,0,"fifth-generation, simulation, district energy"
Method for assessing heat loss in a district heating network with a focus on the state of insulation and actual demand for useful energy,29,2020,… smart energy systems and fourth generation district heating … [3] discern even the fifth generation of DH following the fourth … as a part of the energy and environmental modeling [4] and …,https://www.mdpi.com/813934,,0,"fifth-generation, simulation, district energy"
Techno-economic system comparison of a wood gas and a natural gas CHP plant in flexible district heating with a dynamic simulation model,14,2020,… thermal-hydraulic modeling approach was chosen and programed in MATLAB. The DHN model allows the modeling of complex thermal network behavior such as bi-directional or zero …,https://www.sciencedirect.com/science/article/pii/S0360544220308173,,0,"bi-directional, simulation, district heating"
Modeling and optimization of bi-directional delignification of rice straw for production of bio-fuel feedstock using central composite design approach,28,2014,… The present study investigates the extraction of lignin from rice straw by bi-directional delignification methodology through minimal energy input towards feedstock preparation for bio-…,https://www.sciencedirect.com/science/article/pii/S0360544214005398,,0,"bi-directional, simulation, district heating"
Optimization of a hybrid community district heating system integrated with thermal energy storage system,19,2019,"… optimization) for a hybrid community-district heating system (H-CDHS) integrated with a thermal energy storage system by coupling the simulation and optimization tools together. Two, …",https://www.sciencedirect.com/science/article/pii/S2352152X18304869,,0,"bi-directional, simulation, district heating"
Integration of a bi-directional DC–DC converter model into a real-time system simulation of a shipboard medium voltage DC system,46,2011,… This paper presents the controller design procedures of the bi-directional dc/dc converter. In … Section 3 describes controller design process of the bi-directional dc/dc converter. An …,https://www.sciencedirect.com/science/article/pii/S0378779610003330,,0,"bi-directional, simulation, district heating"
Coordinated neighborhood energy sharing using game theory and multi-agent systems,23,2017,"… neighborhood residual generation and grid energy jointly or distinctly. In this study, a MAS is used for modeling … smart meters which provides bi-directional data exchange. Smart homes …",https://ieeexplore.ieee.org/abstract/document/7980820/,,0,"bi-directional, simulation, district heating"
IEA EBC annex 60 modelica library-an international collaboration to develop a free open-source model library for buildings and community energy systems,79,2015,"This paper describes the collaborative development of the Annex 60 Modelica library, a free, open-source library for building and community energy systems. The library is developed …",https://lirias.kuleuven.be/1568554?limo=0,,0,"bi-directional, simulation, district heating"
Community energy storage for neutral voltage rise mitigation in four-wire multigrounded LV feeders with unbalanced solar PV allocation,65,2015,"… dc bus connected to the bi-directional dc/dc converter of the PV system, as shown in Fig. 5. … is considered for the simulation of the CES system. Modeling and simulation of the test …",https://ieeexplore.ieee.org/abstract/document/7112546/,,0,"bi-directional, simulation, district heating"
Control aspects of decentralized solar thermal integration into district heating networks,35,2014,"… discussed above, to test the suitability of different components (pumps, valves) for bidirectional heat transfer, to test control algorithms and to validate the substation model developed. …",https://www.sciencedirect.com/science/article/pii/S1876610214003828,,0,"bidirectional, model, district heating"
A comparative study of two simulation tools for the technical feasibility in terms of modeling district heating systems: An optimization case study,22,2019,"… present two models for an existing district heating system in Cottbus, Germany. One model is … Whereas the flow is bidirectional through the components of Simscape and, therefore, …",https://www.sciencedirect.com/science/article/pii/S1569190X18301813,,0,"bidirectional, model, district heating"
Anomaly detection of heat energy usage in district heating substations using LSTM based variational autoencoder combined with physical model,8,2020,"… However, it is not uncommon that district heating systems fail to achieve the expected … detection of a district heating substation, which consists of a simplified physical model and a Long …",https://ieeexplore.ieee.org/abstract/document/9248108/,,0,"bidirectional, model, district heating"
Dynamic modeling of local district heating grids with prosumers: A case study for Norway,69,2018,"… demand for this part of the grid, and shows also that the model is able to handle bidirectional flow. For pipe B, the mass flow is approximately zero for most of the summer in the LTP1 …",https://www.sciencedirect.com/science/article/pii/S0360544218304316,,0,"bidirectional, model, district heating"
Application of different modeling approaches to a district heating network,11,2019,… possibility of bidirectional heat exchange at the final users. The calculation … This paper has presented the application of two different modeling procedures to a real district heating …,https://aip.scitation.org/doi/abs/10.1063/1.5138742,,0,"bidirectional, model, district heating"
Spatial distribution of thermal energy storage systems in urban areas connected to district heating for grid balancing—A techno-economical optimization …,30,2016,"… bidirectional operation of the district heating line, which supplies heat energy from the heating … Moreover, the implementation of a bidirectional driven district heating pipe increases not …",https://www.sciencedirect.com/science/article/pii/S2352152X16300627,,0,"bidirectional, model, district heating"
How to develop district heating in Finland?,56,2018,"… This paper deals with how Finnish district heating should be … local heat production and district heating. In addition, there will be more prosumers trading heat in bidirectional heating …",https://www.sciencedirect.com/science/article/pii/S0301421518305548,,0,"bidirectional, model, district heating"
The innovative concept of cold district heating networks: a literature review,57,2018,"… Secondly, 4th generation as well as traditional district heating systems have low compatibility with district cooling networks. Some authors suggested creating a bidirectional low …",https://www.mdpi.com/255532,,0,"bidirectional, model, district heating"
Fener: A Radiance-based modelling approach to assess the thermal and daylighting performance of complex fenestration systems in office spaces,77,2015,… -year simulations of a thermal model and a daylighting model. Fener is a single-zone energy model that uses the three-phase method and bi-directional scattering distribution functions (…,https://www.sciencedirect.com/science/article/pii/S0378778815001437,,0,"bi-directional, model, district cooling and heating"
Integrated deterministic and probabilistic safety analysis of integrated energy systems with bi-directional conversion,11,2020,"… A bi-directional energy conversion system model is developed to simulate the deterministic evolution of the IES. Then, the dynamic event tree (DET) analysis technique is used to …",https://www.sciencedirect.com/science/article/pii/S036054422031793X,,0,"bi-directional, model, district cooling and heating"
Developing novel 5th generation district energy networks,78,2020,"… These boreholes are bi-directional, to allow aquifer replenishment and provide ∼14 C flow, … In the model heat, process heat, cooling and electricity demands can be simulated down to …",https://www.sciencedirect.com/science/article/pii/S0360544220304965,,0,"bi-directional, model, district cooling and heating"
Integrated bi-directional vibration control and energy harvesting of monopile offshore wind turbines,38,2019,… mathematical model of the linear electromagnetic energy … energy harvester is utilized to control the bi-directional vibration of the monopile OWTs through converting the kinetic energy …,https://www.sciencedirect.com/science/article/pii/S0029801819300514,,0,"bi-directional, model, district cooling and heating"
Operational supply and demand optimisation of a multi-vector district energy system using artificial neural networks and a genetic algorithm,92,2019,"… incorporate almost any form of district heating simulation model (computational time permitting… , and there could be scope for bi-directional energy transfer depending on the capability of …",https://www.sciencedirect.com/science/article/pii/S0306261918317070,,0,"bi-directional, model, district cooling and heating"
Bi-directional stretched nanofluid flow with Cattaneo-Christov double diffusion,44,2019,"… for steady bi-directional stretching boundaries. … a bi-directional extending surface, in the boundary layer region. Buongiorno nanoliquid model is used to analyze the amount of heat and …",https://www.sciencedirect.com/science/article/pii/S2211379719309581,,0,"bi-directional, model, district cooling and heating"
Entropy generation in MHD Casson fluid flow with variable heat conductance and thermal conductivity over non-linear bi-directional stretching surface,59,2020,… model for heat flux is presented to model the energy equation. Contribution of heat and mass in a yield exhibiting fluid model … . Revised definition for heat flux model is used with heat …,https://www.nature.com/articles/s41598-020-69411-2,,0,"bi-directional, model, district cooling and heating"
Potential study on demand side management in district heating and cooling networks with decentralised heat pumps,6,2018,… Research area: District heating and cooling systems with decentralized heat pumps … energy performance and the energy bill of a 5GDHC substation for domestic hot water production? …,https://www.aee-intec.at/0uploads/dateien1312.pdf,http://scholar.google.com/https://www.aee-intec.at/0uploads/dateien1312.pdf,0,"5GDHC, simulation, district heating and cooling"
Double loop network for combined heating and cooling in low heat density areas,7,2020,"… system, the simulated overall pump energy consumption was … of 5th generation district heating and cooling (5GDHC) as … with heat pumps (HPs) to cover heating and cooling with the …",https://www.mdpi.com/897188,,0,"5GDHC, simulation, district heating and cooling"
Future trends in district heating development,14,2018,… The term fifth generation is already on the table and described … Simulation-based analysis and evaluation of domestic hot water preparation principles for lowtemperature district heating …,https://link.springer.com/article/10.1007/s40518-018-0111-y,,0,"fifth-generation, simulation, district heating"
Atmospheric environmental impact assessment of a combined district heating system,30,2013,… modeling for assessing atmospheric environmental impacts. We conduct the assessments of alternative combined heating scenarios by modeling … This study employs the fifth generation …,https://www.sciencedirect.com/science/article/pii/S0360132313000607,,0,"fifth-generation, simulation, district heating"
Large heat pumps in Swedish district heating systems,192,2017,… work to consider large-scale heat pumps for mainly heat generation purposes. The definition of a large-scale heat pump unit was chosen as a heat power capacity greater than or equal …,https://www.sciencedirect.com/science/article/pii/S1364032117307839,,0,"5th generation, models, district heat pump"
Booster heat pumps and central heat pumps in district heating,197,2016,… simulation of district heating systems based on heat pumps. … Booster heat pumps enable lower district heating temperature … and a steadily improving heat pump (HP) performance for …,https://www.sciencedirect.com/science/article/pii/S0306261916303105,,0,"5th generation, models, district heat pump"
A review of domestic heat pumps,339,2012,"… engine heat pumps, as well as heat pump water heaters. Air conditioning units (ie heat pumps … This paper reviews the use of heat pumps for domestic heating, an area where they offer …",https://pubs.rsc.org/en/content/articlehtml/2012/ee/c2ee22653g,,0,"5th generation, models, district heat pump"
The effect of energy efficiency improvements on the development of 4th generation district heating,22,2016,… currently used in Latvian district heating as well as … heat pumps which are considered as future district heating technologies. Other heat source technologies could be added to the model…,https://www.sciencedirect.com/science/article/pii/S1876610216307184,,0,"5th generation, models, district heat pump"
Economic valuation of heat pumps and electric boilers in the Danish energy system,186,2016,"… In this paper, the economic value of heat pumps and electric boilers is assessed … model is employed to optimize jointly the daily operation of HPs and EBs along with the Combined Heat …",https://www.sciencedirect.com/science/article/pii/S030626191501051X,,0,"5th generation, models, district heat pump"
A renewable energy system in Frederikshavn using low-temperature geothermal energy for district heating,330,2011,"… of energy resources including a potential for off-shore wind power, waste and low-temperature geothermal energy usable as heat source for heat pumps producing district heating. …",https://www.sciencedirect.com/science/article/pii/S0306261910000826,,0,"5th generation, models, district heat pump"
Modeling and application of direct-expansion solar-assisted heat pump for water heating in subtropical Hong Kong,151,2010,"… models of compressor and capillary tube commonly used in heat pump analysis were incorporated in our system model… the two special component models, namely “evaporator–collector…",https://www.sciencedirect.com/science/article/pii/S0306261909002335,,0,"5th generation, models, district heat pump"
Techno-economic analysis of air source heat pump applied for space heating in northern China,195,2017,"… In the rural areas not reached by district heating, air source heat pump has been designated to be promoted technology by the government. However, before large-scale promotion and …",https://www.sciencedirect.com/science/article/pii/S0306261917308310,,0,"5th generation, models, district heat pump"
Field test and numerical investigation on the heat transfer characteristics and optimal design of the heat exchangers of a deep borehole ground source heat pump …,154,2017,"… source heat pump (DBGSHP) is a new type of heat pump heating … heat exchange and can be applied for space heating in winter. To date, the development of deep borehole heat …",https://www.sciencedirect.com/science/article/pii/S019689041730972X,,0,"5th generation, models, district heat pump"
Wind power integration using individual heat pumps–analysis of different heat storage options,288,2012,"… Modelling of heat pumps and heat storages … and rules, representing the model of the individual heat pumps, are presented in this section. Eq. (1) is the heat balance equation and Eq. (2…",https://www.sciencedirect.com/science/article/pii/S0360544212007086,,0,"5th generation, models, district heat pump"
Feasibility and performance study of the hybrid ground-source heat pump system for one office building in Chinese heating dominated areas,183,2017,"… , [5]. In order to overcome the cold accumulation and take full advantage of geothermal energy in Shenyang area, a hybrid ground-source heat pump (HGSHP) with auxiliary heat source …",https://www.sciencedirect.com/science/article/pii/S0960148116308709,,0,"5th generation, models, district heat pump"
Net emission reductions from electric cars and heat pumps in 59 world regions over time,176,2020,"… model simulations with bottom-up life-cycle assessments. We show that already under current carbon intensities of electricity generation, electric cars and heat pumps are … and heating …",https://www.nature.com/articles/s41893-020-0488-7,,0,"5th generation, models, district heat pump"
Supplementary load frequency control by use of a number of both electric vehicles and heat pump water heaters,342,2012,… loads such as electric vehicle (EV) and heat pump water heater (HPWH) to the power system … model with a large integration of wind power generation and photovoltaic generation. …,https://ieeexplore.ieee.org/abstract/document/6204212/,,0,"5th generation, models, district heat pump"
Hydrogen and fuel cell technologies for heating: A review,659,2015,"… , but many national energy system models examine neither hydrogen nor fuel cells for heating. There is a need to include hydrogen and fuel cell heating technologies in future scenario …",https://www.sciencedirect.com/science/article/pii/S0360319914031383,,0,"5th generation, model, district cooling and heating"
Smart distribution: Coupled microgrids,1265,2011,… The plug-and-play model facilitates placing generators near the heat loads thereby allowing … energy storage required for a fast dynamic response and is not dependent to a central ac …,https://ieeexplore.ieee.org/abstract/document/5768104/,,0,"5th generation, model, district cooling and heating"
"A review of thermoelectric cooling: materials, modeling and applications",796,2014,"… , modeling approaches, and applications. Thermoelectric cooling systems have advantages over conventional cooling … air cooling device may be not as effective as the air cooling heat …",https://www.sciencedirect.com/science/article/pii/S1359431114000854,,0,"5th generation, model, district cooling and heating"
Solar power generation by PV (photovoltaic) technology: A review,1018,2013,"… harnessing solar energy, radiant light and heat from the sun … Solar energy technologies include solar heating, solar … mathematical models for characterizing PV module, wind generator, …",https://www.sciencedirect.com/science/article/pii/S0360544213001758,,0,"5th generation, model, district cooling and heating"
Steam generation under one sun enabled by a floating structure with thermal concentration,848,2016,"… 3d were obtained by using a heat transfer model of the OAS, which is discussed below. … conduction to the evaporation region. We used a simple fin model to justify that the temperature …",https://www.nature.com/articles/nenergy2016126,,0,"5th generation, model, district cooling and heating"
A decision tree method for building energy demand modeling,592,2010,This paper reports the development of a building energy demand predictive model based on the decision tree method. This method is able to classify and predict categorical variables: …,https://www.sciencedirect.com/science/article/pii/S0378778810001350,,0,"5th generation, model, district cooling and heating"
AixLib-An open-source modelica library within the IEA-EBC annex 60 framework,158,2016,… modeling and evaluation of new control strategies for building and district energy systems. … to automatically create Modelica models for district heating and cooling networks based on …,https://www.researchgate.net/profile/Moritz-Lauster/publication/310465168_AixLib_-_An_Open-Source_Modelica_Library_within_the_IEA-EBC_Annex_60_Framework/links/582ee86108ae102f072ef447/AixLib-An-Open-Source-Modelica-Library-within-the-IEA-EBC-Annex-60-Framework.pdf,http://scholar.google.com/https://www.researchgate.net/profile/Moritz-Lauster/publication/310465168_AixLib_-_An_Open-Source_Modelica_Library_within_the_IEA-EBC_Annex_60_Framework/links/582ee86108ae102f072ef447/AixLib-An-Open-Source-Modelica-Library-within-the-IEA-EBC-Annex-60-Framework.pdf,0,"5th generation, model, district cooling and heating"
Recent development and application of thermoelectric generator and cooler,657,2015,… Numerical heat exchanger models integrated with models used in optimization studies of thermoelectric waste heat recovery with air cooling in a cross flow heat exchanger for Bi 2 Te 3 …,https://www.sciencedirect.com/science/article/pii/S0306261914013324,,0,"5th generation, model, district cooling and heating"
Thermal comfort and building energy consumption implications–a review,1221,2014,"… Broadly speaking, there are two main categories of thermal comfort models – heat balance and adaptive. Heat balance models have been developed using data from extensive and …",https://www.sciencedirect.com/science/article/pii/S0306261913008921,,0,"5th generation, model, district cooling and heating"
Fast bidirectional building performance optimization at the early design stage,40,2018,"… bidirectional optimization workflow will be presented, following which the simplified building energy … In this paper, the bidirectional workflow of building performance optimization is put …",https://link.springer.com/article/10.1007/s12273-018-0432-1,,0,"bidirectional, simulation, district heating and cooling"
Controlling district heating and cooling networks to unlock flexibility: A review,220,2018,"… In a simulation of a district heating network powered by a CHP plant in Turin, Italy, they … a central controller for thermal networks is a two-way communication link, as is shown in Fig. 3. …",https://www.sciencedirect.com/science/article/pii/S0360544218304328,,0,"bidirectional, simulation, district heating and cooling"
Tropical cyclone intensity errors associated with lack of two-way ocean coupling in high-resolution global simulations,50,2016,"… two-way air–sea interactions. TC intensity is greatly impacted; the strongest 1% of all TCs are 20–30 hPa (4–8 ms −1 ) weaker, and the number of simulated … and sensitivity simulations …",https://journals.ametsoc.org/view/journals/clim/29/23/jcli-d-16-0273.1.xml,,0,"bidirectional, simulation, district heating and cooling"
Modeling the ocean and atmosphere during an extreme bora event in northern Adriatic using one-way and two-way<? xmltex\break?> atmosphere–ocean coupling,53,2016,… a suitable candidate for verifying two-way atmosphere–ocean coupled simulations. In this paper we present two-way atmosphere–ocean coupling simulations of the February 2012 bora…,https://os.copernicus.org/articles/12/71/2016/,,0,"bidirectional, simulation, district heating and cooling"
Numerical simulation of different HGV fire scenarios in curved bi-directional road tunnels and safety evaluation,67,2012,… for simulating the effects of fire in curved bi-directional road tunnels. A fire source due to a heavy goods vehicle (HGV) with a peak of the heat release rate (HRR) of 50 MW is simulated. …,https://www.sciencedirect.com/science/article/pii/S0886779812000739,,0,"bi-directional, simulation, district cooling and heating"
"Impact of bi-directional PV blind control method on lighting, heating and cooling energy consumption in mock-up rooms",12,2018,"… simulation, experimental measurement or both. The … In contrast to previous studies, this study used bi-directional PV … indoor energy performance, such as lighting, heating and cooling. …",https://www.sciencedirect.com/science/article/pii/S0378778818303177,,0,"bi-directional, simulation, district cooling and heating"
Impact or blast induced fire simulation of bi-directional PSC panel considering concrete confinement and spalling effect,24,2017,"… In this study, a finite element simulation procedure is … evaluations are conducted on bi-directional PSC panel member … panels were compared to the simulation results to verify stress and …",https://www.sciencedirect.com/science/article/pii/S014102961631728X,,0,"bi-directional, simulation, district cooling and heating"
Simulation of fire scenarios due to different vehicle types with and without traffic in a bi-directional road tunnel,55,2013,… This paper presents findings obtained by CFD modelling for simulating the effects of fire due to different vehicle types in a bi-directional road tunnel. Four different burning vehicles …,https://www.sciencedirect.com/science/article/pii/S0886779813000400,,0,"bi-directional, simulation, district cooling and heating"
"Thermal management strategies for a high-frequency, bi-directional, on-board electric vehicle charger",14,2018,"… In Section II, we present thermal simulations and experimental results of the liquidcooled plate assembly with a focus on the MOSFETs thermal responses, and considering different …",https://ieeexplore.ieee.org/abstract/document/8419580/,,0,"bi-directional, simulation, district cooling and heating"
Bi-directional prediction of structural characteristics and effective thermal conductivities of composite fuels through learning from finite element simulation …,13,2020,"… finite element simulation results for bi-directional prediction of … collection to establish a bi-directional prediction model that … FEM-based simulations, thus offering tremendous speed-up. …",https://www.sciencedirect.com/science/article/pii/S0264127520300162,,0,"bi-directional, simulation, district cooling and heating"
Modeling heating and cooling loads by artificial intelligence for energy-efficient building design,367,2014,… The ANN models do not require definition of explicit … They can model building heating and cooling loads of … cross-fold modeling performance for cooling load and heating load during the …,https://www.sciencedirect.com/science/article/pii/S037877881400574X,,0,"5th generation, model, district heating and cooling"
Assessment of climate change impact on residential building heating and cooling energy requirement in Australia,407,2010,This study investigated the potential impact of climate change on the heating and cooling (H/C) energy requirements of residential houses in five regional climates varying from cold to …,https://www.sciencedirect.com/science/article/pii/S036013231000034X,,0,"5th generation, model, district heating and cooling"
